invoice_id,invoice_line_id,vendor_invoice_reference,vendor_id,vendor_name_raw,po_id,po_line_id,invoice_date,received_date,item_id,invoice_quantity,unit_price,tax_rate,line_subtotal,line_tax,line_total,currency,source_system,exception,exception_types
INV06288,INVL006288,SUP-INV06288,V0447,Indus  Systems  Pvt  Ltd,PO03861,POL003861,2026-08-13,2026-08-15,OFF-159,1,1885.42,0.0,1885.42,0.0,1885.42,INR,Supplier Network,0,
INV06289,INVL006289,SUP-INV06289,V0003,Global Supplies Pvt Ltd,PO00166,POL000166,2026-06-21,2026-06-21,LOG-100,500,2685.59,0.18,1342795.0,241703.1,1584498.1,INR,Email OCR,0,
INV06290,INVL006290,SUP-INV06290,V0415,Delta Services Pvt Ltd,PO04896,POL004896,2026-05-07,2026-05-15,MAR-071,50,9543.26,0.05,477163.0,23858.15,501021.15,INR,Supplier Network,0,
INV06291,INVL006291,SUP-INV06291,V0443,Fusion Logistics Pvt Ltd,PO03755,POL003755,2026-03-07,2026-03-15,LOG-148,2,8185.23,0.18,16370.46,2946.68,19317.14,INR,Supplier Network,0,
INV06292,INVL006292,SUP-INV06292,V0027,Crest Supplies Pvt Ltd,PO04685,POL004685,2026-07-02,2026-07-09,FAC-010,500,7360.37,0.0,3680185.0,0.0,3680185.0,INR,Vendor Portal,0,
INV06293,INVL006293,SUP-INV06293,V0234,APEX ENTERPRISES PVT LTD,PO01560,POL001560,2026-05-22,2026-05-28,MAN-143,1,792.39,0.0,792.39,0.0,792.39,INR,Email OCR,0,
INV06294,INVL006294,SUP-INV06294,V0338,Fusion Services Pvt Ltd,PO01730,POL001730,2026-02-18,2026-02-19,OFF-059,500,70.99,0.18,35495.0,6389.1,41884.1,INR,Vendor Portal,0,
INV06295,INVL006295,SUP-INV06295,V0039,Apex Components Pvt Ltd,PO04822,POL004822,2026-04-06,2026-04-09,IT -020,250,24671.54,0.12,6167885.0,740146.2,6908031.2,INR,EDI,0,
INV06296,INVL006296,SUP-INV06296,V0245,Evergreen Systems Pvt Ltd,PO02243,POL002243,2026-09-17,2026-09-20,OFF-044,10,180.41,0.0,1804.1,0.0,1804.1,INR,Supplier Network,0,
INV06297,INVL006297,SUP-INV06297,V0367,Fusion Enterprises Pvt Ltd,PO01749,POL001749,2026-01-14,2026-01-20,IT -115,250,23566.51,0.05,5891627.5,294581.38,6186208.88,INR,Email OCR,0,
INV06298,INVL006298,SUP-INV06298,V0189,Horizon Enterprises Pvt Ltd,PO03925,POL003925,2026-02-24,2026-03-01,OFF-055,2,138.91,0.12,277.82,33.34,311.16,INR,Email OCR,0,
INV06299,INVL006299,SUP-INV06299,V0182,Apex Enterprises Pvt Ltd,PO04224,POL004224,2026-05-26,2026-05-28,IT -114,1,23656.85,0.0,23656.85,0.0,23656.85,INR,EDI,0,
INV06300,INVL006300,SUP-INV06300,V0455,Horizon Systems Pvt Ltd,PO03865,POL003865,2026-01-11,2026-01-13,UTI-143,20,4644.79,0.05,92895.8,4644.79,97540.59,INR,Supplier Network,0,
INV06301,INVL006301,SUP-INV06301,V0081,Fusion Solutions Pvt Ltd,PO03718,POL003718,2026-03-17,2026-03-17,PRO-115,100,34092.3,0.18,3409230.0,613661.4,4022891.4,INR,Vendor Portal,0,
INV06302,INVL006302,SUP-INV06302,V0166,Evergreen Components Pvt Ltd,PO00975,POL000975,2026-05-31,2026-06-04,MAR-071,5,3608.59,0.05,18042.95,902.15,18945.1,INR,Supplier Network,0,
INV06303,INVL006303,SUP-INV06303,V0491,Apex Logistics Pvt Ltd,PO02212,POL002212,2026-05-25,2026-05-30,PRO-055,10,33683.45,0.0,336834.5,0.0,336834.5,INR,Email OCR,0,
INV06304,INVL006304,SUP-INV06304,V0427,Apex Systems Pvt Ltd,PO02463,POL002463,2026-05-28,2026-06-04,PRO-039,50,24800.41,0.18,1240020.5,223203.69,1463224.19,INR,Vendor Portal,0,
INV06305,INVL006305,SUP-INV06305,V0022,Horizon Components Pvt Ltd,PO00512,POL000512,2026-08-01,2026-08-04,MAN-105,100,1484.43,0.05,148443.0,7422.15,155865.15,INR,Supplier Network,0,
INV06306,INVL006306,SUP-INV06306,V0023,INDUS COMPONENTS PVT LTD,PO01505,POL001505,2026-05-16,2026-05-22,PRO-067,500,32993.16,0.18,16496580.0,2969384.4,19465964.4,INR,Vendor Portal,0,
INV06307,INVL006307,SUP-INV06307,V0447,Indus Systems Pvt Ltd,PO04484,POL004484,2026-04-22,2026-04-22,OFF-021,1,1051.38,0.05,1051.38,52.57,1103.95,INR,Email OCR,0,
INV06308,INVL006308,SUP-INV06308,V0249,Bluewave Industries Pvt Ltd,PO01230,POL001230,2026-05-12,2026-05-16,LOG-010,2,3348.34,0.05,6696.68,334.83,7031.51,INR,Supplier Network,0,
INV06309,INVL006309,SUP-INV06309,V0061,Delta Industries Pvt Ltd,PO00152,POL000152,2026-08-08,2026-08-15,OFF-092,100,1083.12,0.05,108312.0,5415.6,113727.6,INR,Supplier Network,0,
INV06310,INVL006310,SUP-INV06310,V0293,Horizon Logistics Pvt Ltd,PO03944,POL003944,2026-04-04,2026-04-06,MAN-144,20,1268.26,0.0,25365.2,0.0,25365.2,INR,Email OCR,0,
INV06311,INVL006311,SUP-INV06311,V0327,Indus Services Pvt Ltd,PO01089,POL001089,2026-04-24,2026-04-28,MAN-120,2,1372.26,0.18,2744.52,494.01,3238.53,INR,EDI,0,
INV06312,INVL006312,SUP-INV06312,V0285,INDUS SYSTEMS PVT LTD,PO03141,POL003141,2026-05-12,2026-05-15,IT -107,250,9797.57,0.05,2449392.5,122469.62,2571862.12,INR,Supplier Network,0,
INV06313,INVL006313,SUP-INV06313,V0284,Bluewave Enterprises Pvt Ltd,PO00032,POL000032,2026-04-18,2026-04-24,LOG-143,100,4002.29,0.18,400229.0,72041.22,472270.22,INR,Email OCR,0,
INV06314,INVL006314,SUP-INV06314,V0073,Evergreen Solutions Pvt Ltd,PO01869,POL001869,2026-08-02,2026-08-08,UTI-118,50,1243.74,0.18,62187.0,11193.66,73380.66,INR,EDI,0,
INV06315,INVL006315,SUP-INV06315,V0101,Apex Components Pvt Ltd,PO01251,POL001251,2026-04-10,2026-04-18,IT -145,1,8308.4,0.12,8308.4,997.01,9305.41,INR,Vendor Portal,0,
INV06316,INVL006316,SUP-INV06316,V0359,Apex Enterprises Pvt Ltd,PO02533,POL002533,2026-05-03,2026-05-10,IT -117,100,20273.6,0.05,2027360.0,101368.0,2128728.0,INR,Vendor Portal,0,
INV06317,INVL006317,SUP-INV06317,V0241,Jupiter Industries Pvt Ltd,PO03456,POL003456,2026-04-20,2026-04-22,UTI-139,2,1186.75,0.12,2373.5,284.82,2658.32,INR,EDI,0,
INV06318,INVL006318,SUP-INV06318,V0412,Jupiter Logistics Pvt Ltd,PO01482,POL001482,2026-06-08,2026-06-15,LOG-114,250,1595.53,0.12,398882.5,47865.9,446748.4,INR,Vendor Portal,0,
INV06319,INVL006319,SUP-INV06319,V0012,Fusion Systems Pvt Ltd,PO04761,POL004761,2026-03-20,2026-03-27,MAN-020,50,587.33,0.0,29366.5,0.0,29366.5,INR,Email OCR,0,
INV06320,INVL006320,SUP-INV06320,V0346,BLUEWAVE ENTERPRISES PVT LTD,PO03999,POL003999,2026-05-01,2026-05-09,OFF-128,50,682.27,0.0,34113.5,0.0,34113.5,INR,Vendor Portal,0,
INV06321,INVL006321,SUP-INV06321,V0268,Fusion Supplies Pvt Ltd,PO03678,POL003678,2026-06-22,2026-06-23,OFF-094,10,1903.23,0.0,19032.3,0.0,19032.3,INR,Vendor Portal,0,
INV06322,INVL006322,SUP-INV06322,V0038,Horizon Enterprises Pvt Ltd,PO04865,POL004865,2026-06-23,2026-06-23,MAR-049,20,13778.39,0.12,275567.8,33068.14,308635.94,INR,Supplier Network,0,
INV06323,INVL006323,SUP-INV06323,V0220,Horizon Components Pvt Ltd,PO03075,POL003075,2026-06-08,2026-06-11,MAN-028,50,2121.52,0.0,106076.0,0.0,106076.0,INR,EDI,0,
INV06324,INVL006324,SUP-INV06324,V0440,Global Systems Pvt Ltd,PO04238,POL004238,2026-05-26,2026-05-29,PRO-120,100,22692.73,0.0,2269273.0,0.0,2269273.0,INR,EDI,0,
INV06325,INVL006325,SUP-INV06325,V0170,Horizon Components Pvt Ltd,PO02123,POL002123,2026-05-28,2026-05-28,UTI-068,500,2510.38,0.05,1255190.0,62759.5,1317949.5,INR,EDI,0,
INV06326,INVL006326,SUP-INV06326,V0156,Indus Logistics Pvt Ltd,PO03796,POL003796,2026-06-02,2026-06-03,OFF-037,500,948.13,0.05,474065.0,23703.25,497768.25,INR,EDI,0,
INV06327,INVL006327,SUP-INV06327,V0121,DELTA SYSTEMS PVT LTD,PO00925,POL000925,2026-06-19,2026-06-22,LOG-114,500,6052.83,0.0,3026415.0,0.0,3026415.0,INR,Supplier Network,0,
INV06328,INVL006328,SUP-INV06328,V0459,Horizon Components Pvt Ltd,PO01593,POL001593,2026-08-05,2026-08-11,OFF-141,20,1432.94,0.0,28658.8,0.0,28658.8,INR,Vendor Portal,0,
INV06329,INVL006329,SUP-INV06329,V0467,Apex Logistics Pvt Ltd,PO04702,POL004702,2026-03-31,2026-04-08,LOG-012,100,6696.05,0.12,669605.0,80352.6,749957.6,INR,Email OCR,0,
INV06330,INVL006330,SUP-INV06330,V0099,Horizon Systems Pvt Ltd,PO03325,POL003325,2026-07-05,2026-07-05,PRO-045,50,8925.09,0.12,446254.5,53550.54,499805.04,INR,Supplier Network,0,
INV06331,INVL006331,SUP-INV06331,V0420,INDUS SOLUTIONS PVT LTD,PO00421,POL000421,2026-09-03,2026-09-09,FAC-014,5,6950.85,0.05,34754.25,1737.71,36491.96,INR,Supplier Network,0,
INV06332,INVL006332,SUP-INV06332,V0196,GLOBAL LOGISTICS PVT LTD,PO00508,POL000508,2026-04-10,2026-04-17,MAN-091,2,1904.66,0.18,3809.32,685.68,4495.0,INR,EDI,0,
INV06333,INVL006333,SUP-INV06333,V0270,Fusion Services Pvt Ltd,PO03133,POL003133,2026-08-03,2026-08-03,IT -082,250,19691.85,0.0,4922962.5,0.0,4922962.5,INR,Supplier Network,0,
INV06334,INVL006334,SUP-INV06334,V0229,Horizon Supplies,PO00075,POL000075,2026-04-04,2026-04-05,OFF-031,2,1825.81,0.18,3651.62,657.29,4308.91,INR,EDI,0,
INV06335,INVL006335,SUP-INV06335,V0113,Indus Industries,PO02950,POL002950,2026-04-20,2026-04-26,FAC-139,5,5888.23,0.0,29441.15,0.0,29441.15,INR,Email OCR,0,
INV06336,INVL006336,SUP-INV06336,V0121,Delta Systems Pvt Ltd,PO03845,POL003845,2026-09-01,2026-09-01,LOG-155,1,11207.95,0.0,11207.95,0.0,11207.95,INR,EDI,0,
INV06337,INVL006337,SUP-INV06337,V0224,Fusion Logistics Pvt Ltd,PO02124,POL002124,2026-05-18,2026-05-24,MAN-017,2,3210.57,0.12,6421.14,770.54,7191.68,INR,Email OCR,0,
INV06338,INVL006338,SUP-INV06338,V0141,Global Supplies,PO03055,POL003055,2026-03-13,2026-03-16,PRO-001,250,33520.97,0.05,8380242.5,419012.12,8799254.62,INR,Vendor Portal,0,
INV06339,INVL006339,SUP-INV06339,V0324,Bluewave Services Pvt Ltd,PO03921,POL003921,2026-04-02,2026-04-08,UTI-069,1,2879.77,0.05,2879.77,143.99,3023.76,INR,Supplier Network,0,
INV06340,INVL006340,SUP-INV06340,V0349,Indus Enterprises Pvt Ltd,PO00772,POL000772,2026-07-07,2026-07-15,UTI-142,5,3437.59,0.05,17187.95,859.4,18047.35,INR,Email OCR,0,
INV06341,INVL006341,SUP-INV06341,V0308,Apex Components Pvt Ltd,PO00526,POL000526,2026-07-12,2026-07-16,MAR-081,20,11176.21,0.0,223524.2,0.0,223524.2,INR,Supplier Network,0,
INV06342,INVL006342,SUP-INV06342,V0271,Bluewave Services Pvt Ltd,PO01844,POL001844,2026-04-18,2026-04-26,OFF-156,20,1542.65,0.12,30853.0,3702.36,34555.36,INR,Supplier Network,0,
INV06343,INVL006343,SUP-INV06343,V0411,Horizon Components Pvt Ltd,PO03665,POL003665,2026-07-25,2026-07-26,OFF-057,5,1624.33,0.05,8121.65,406.08,8527.73,INR,Email OCR,0,
INV06344,INVL006344,SUP-INV06344,V0447,Indus Systems Pvt Ltd,PO00659,POL000659,2026-01-27,2026-01-28,OFF-053,10,1849.66,0.18,18496.6,3329.39,21825.99,INR,Supplier Network,0,
INV06345,INVL006345,SUP-INV06345,V0411,Horizon Components Pvt Ltd,PO03149,POL003149,2026-08-13,2026-08-15,OFF-149,5,253.5,0.0,1267.5,0.0,1267.5,INR,EDI,0,
INV06346,INVL006346,SUP-INV06346,V0187,JUPITER LOGISTICS PVT LTD,PO03955,POL003955,2026-03-15,2026-03-18,FAC-082,500,3899.73,0.0,1949865.0,0.0,1949865.0,INR,EDI,0,
INV06347,INVL006347,SUP-INV06347,V0308,Apex Components Pvt Ltd,PO01528,POL001528,2026-01-12,2026-01-19,MAR-014,5,2555.27,0.0,12776.35,0.0,12776.35,INR,Email OCR,0,
INV06348,INVL006348,SUP-INV06348,V0130,Evergreen Supplies Pvt Ltd,PO02771,POL002771,2026-02-26,2026-02-27,PRO-041,250,25738.41,0.05,6434602.5,321730.12,6756332.62,INR,Vendor Portal,0,
INV06349,INVL006349,SUP-INV06349,V0225,Delta Supplies Pvt Ltd,PO03690,POL003690,2026-03-25,2026-03-27,FAC-139,10,6308.86,0.18,63088.6,11355.95,74444.55,INR,Supplier Network,0,
INV06350,INVL006350,SUP-INV06350,V0217,Fusion Systems Pvt Ltd,PO03073,POL003073,2026-02-07,2026-02-11,PRO-111,20,34215.34,0.0,684306.8,0.0,684306.8,INR,EDI,0,
INV06351,INVL006351,SUP-INV06351,V0452,INDUS COMPONENTS PVT LTD,PO04963,POL004963,2026-06-23,2026-06-23,FAC-083,10,7588.55,0.18,75885.5,13659.39,89544.89,INR,EDI,0,
INV06352,INVL006352,SUP-INV06352,V0228,Horizon Supplies Pvt Ltd,PO02266,POL002266,2026-07-09,2026-07-10,PRO-123,100,17066.76,0.0,1706676.0,0.0,1706676.0,INR,Email OCR,0,
INV06353,INVL006353,SUP-INV06353,V0430,Apex Supplies Pvt Ltd,PO02593,POL002593,2026-07-20,2026-07-27,PRO-145,500,7885.39,0.12,3942695.0,473123.4,4415818.4,INR,Email OCR,0,
INV06354,INVL006354,SUP-INV06354,V0191,Apex Services Pvt Ltd,PO00543,POL000543,2026-05-11,2026-05-18,IT -122,1,15641.78,0.12,15641.78,1877.01,17518.79,INR,Email OCR,0,
INV06355,INVL006355,SUP-INV06355,V0210,Global Logistics Pvt Ltd,PO00660,POL000660,2026-07-12,2026-07-19,MAR-083,500,17763.44,0.05,8881720.0,444086.0,9325806.0,INR,Email OCR,0,
INV06356,INVL006356,SUP-INV06356,V0202,Indus Industries Pvt Ltd,PO01419,POL001419,2026-04-14,2026-04-19,MAN-018,5,130.99,0.0,654.95,0.0,654.95,INR,EDI,0,
INV06357,INVL006357,SUP-INV06357,V0459,Horizon Components Pvt Ltd,PO00887,POL000887,2026-02-17,2026-02-22,OFF-125,10,412.35,0.18,4123.5,742.23,4865.73,INR,EDI,0,
INV06358,INVL006358,SUP-INV06358,V0139,Crest Industries Pvt Ltd,PO04679,POL004679,2026-06-27,2026-06-28,MAN-003,10,203.58,0.18,2035.8,366.44,2402.24,INR,EDI,0,
INV06359,INVL006359,SUP-INV06359,V0229,Horizon Supplies Pvt Ltd,PO04641,POL004641,2026-02-08,2026-02-13,OFF-060,250,1589.98,0.0,397495.0,0.0,397495.0,INR,EDI,0,
INV06360,INVL006360,SUP-INV06360,V0140,Evergreen Enterprises Pvt Ltd,PO00067,POL000067,2026-03-08,2026-03-15,OFF-089,5,559.79,0.18,2798.95,503.81,3302.76,INR,Email OCR,0,
INV06361,INVL006361,SUP-INV06361,V0467,Apex Logistics Pvt Ltd,PO03806,POL003806,2026-06-01,2026-06-01,LOG-066,2,5295.2,0.12,10590.4,1270.85,11861.25,INR,Email OCR,0,
INV06362,INVL006362,SUP-INV06362,V0428,Evergreen  Solutions  Pvt  Ltd,PO01759,POL001759,2026-05-22,2026-05-30,LOG-018,20,10271.16,0.05,205423.2,10271.16,215694.36,INR,Email OCR,0,
INV06363,INVL006363,SUP-INV06363,V0003,Global Supplies Pvt Ltd,PO01697,POL001697,2026-05-08,2026-05-11,LOG-125,500,5932.21,0.0,2966105.0,0.0,2966105.0,INR,Email OCR,0,
INV06364,INVL006364,SUP-INV06364,V0438,Horizon Supplies Pvt Ltd,PO01198,POL001198,2026-03-17,2026-03-19,OFF-157,500,1102.48,0.18,551240.0,99223.2,650463.2,INR,Vendor Portal,0,
INV06365,INVL006365,SUP-INV06365,V0177,BLUEWAVE SOLUTIONS PVT LTD,PO00036,POL000036,2026-02-16,2026-02-16,UTI-131,500,3954.87,0.05,1977435.0,98871.75,2076306.75,INR,Supplier Network,0,
INV06366,INVL006366,SUP-INV06366,V0178,Delta Supplies Pvt Ltd,PO00123,POL000123,2026-03-14,2026-03-18,MAR-130,1,11682.22,0.18,11682.22,2102.8,13785.02,INR,EDI,0,
INV06367,INVL006367,SUP-INV06367,V0175,Global Enterprises Pvt Ltd,PO04186,POL004186,2026-05-09,2026-05-12,FAC-127,5,4577.81,0.12,22889.05,2746.69,25635.74,INR,Email OCR,0,
INV06368,INVL006368,SUP-INV06368,V0284,Bluewave Enterprises Pvt Ltd,PO02893,POL002893,2026-03-10,2026-03-14,LOG-126,500,3479.44,0.18,1739720.0,313149.6,2052869.6,INR,Supplier Network,0,
INV06369,INVL006369,SUP-INV06369,V0188,Crest Industries Pvt Ltd,PO03664,POL003664,2026-05-27,2026-06-01,MAR-009,10,10029.78,0.0,100297.8,0.0,100297.8,INR,Email OCR,0,
INV06370,INVL006370,SUP-INV06370,V0400,Indus Enterprises Pvt Ltd,PO04154,POL004154,2026-03-08,2026-03-11,MAN-065,1,2860.63,0.12,2860.63,343.28,3203.91,INR,Email OCR,0,
INV06371,INVL006371,SUP-INV06371,V0110,Jupiter Logistics,PO02304,POL002304,2026-02-05,2026-02-13,PRO-061,1,19249.71,0.0,19249.71,0.0,19249.71,INR,Email OCR,0,
INV06372,INVL006372,SUP-INV06372,V0167,Global Enterprises Pvt Ltd,PO01646,POL001646,2026-09-29,2026-10-03,IT -097,1,10338.99,0.18,10338.99,1861.02,12200.01,INR,Supplier Network,0,
INV06373,INVL006373,SUP-INV06373,V0396,Indus  Systems  Pvt  Ltd,PO04385,POL004385,2026-03-20,2026-03-23,FAC-011,2,7743.44,0.0,15486.88,0.0,15486.88,INR,Vendor Portal,0,
INV06374,INVL006374,SUP-INV06374,V0121,DELTA SYSTEMS PVT LTD,PO00368,POL000368,2026-03-04,2026-03-11,LOG-091,20,8174.79,0.12,163495.8,19619.5,183115.3,INR,Email OCR,0,
INV06375,INVL006375,SUP-INV06375,V0197,Delta Enterprises Pvt Ltd,PO04680,POL004680,2026-02-14,2026-02-18,MAR-009,250,8569.13,0.05,2142282.5,107114.12,2249396.62,INR,Vendor Portal,0,
INV06376,INVL006376,SUP-INV06376,V0101,Apex Components Pvt Ltd,PO03167,POL003167,2026-07-03,2026-07-11,IT -067,10,10835.87,0.12,108358.7,13003.04,121361.74,INR,Email OCR,0,
INV06377,INVL006377,SUP-INV06377,V0123,Fusion Solutions Pvt Ltd,PO01806,POL001806,2026-04-23,2026-04-27,IT -106,100,3940.01,0.05,394001.0,19700.05,413701.05,INR,EDI,0,
INV06378,INVL006378,SUP-INV06378,V0039,Apex Components Pvt Ltd,PO01054,POL001054,2026-09-08,2026-09-09,IT -132,20,10551.89,0.05,211037.8,10551.89,221589.69,INR,EDI,0,
INV06379,INVL006379,SUP-INV06379,V0285,Indus Systems Pvt Ltd,PO02516,POL002516,2026-04-24,2026-05-01,IT -072,1,12834.96,0.0,12834.96,0.0,12834.96,INR,EDI,0,
INV06380,INVL006380,SUP-INV06380,V0033,Indus Logistics Pvt Ltd,PO03466,POL003466,2026-02-09,2026-02-14,FAC-007,20,5712.72,0.05,114254.4,5712.72,119967.12,INR,Supplier Network,0,
INV06381,INVL006381,SUP-INV06381,V0167,Global Enterprises Pvt Ltd,PO04266,POL004266,2026-06-23,2026-06-24,IT -141,5,12177.05,0.0,60885.25,0.0,60885.25,INR,Email OCR,0,
INV06382,INVL006382,SUP-INV06382,V0220,Horizon Components Pvt Ltd,PO04639,POL004639,2026-03-17,2026-03-25,MAN-038,50,545.7,0.05,27285.0,1364.25,28649.25,INR,Supplier Network,0,
INV06383,INVL006383,SUP-INV06383,V0448,Jupiter Systems Pvt Ltd,PO00579,POL000579,2026-09-03,2026-09-04,IT -110,50,6181.46,0.18,309073.0,55633.14,364706.14,INR,Email OCR,0,
INV06384,INVL006384,SUP-INV06384,V0365,Indus Services Pvt Ltd,PO02856,POL002856,2026-02-08,2026-02-12,MAR-093,500,13274.24,0.05,6637120.0,331856.0,6968976.0,INR,Supplier Network,0,
INV06385,INVL006385,SUP-INV06385,V0406,Indus Logistics Pvt Ltd,PO00232,POL000232,2026-07-06,2026-07-06,FAC-022,2,3212.93,0.05,6425.86,321.29,6747.15,INR,EDI,0,
INV06386,INVL006386,SUP-INV06386,V0270,Fusion Services Pvt Ltd,PO01141,POL001141,2026-06-27,2026-07-04,IT -011,2,12942.54,0.0,25885.08,0.0,25885.08,INR,Supplier Network,0,
INV06387,INVL006387,SUP-INV06387,V0321,Evergreen Services Pvt Ltd,PO00800,POL000800,2026-07-03,2026-07-10,PRO-069,250,21914.92,0.05,5478730.0,273936.5,5752666.5,INR,Email OCR,0,
INV06388,INVL006388,SUP-INV06388,V0341,Apex Components Pvt Ltd,PO00149,POL000149,2026-02-20,2026-02-27,UTI-140,500,3620.87,0.12,1810435.0,217252.2,2027687.2,INR,Supplier Network,0,
INV06389,INVL006389,SUP-INV06389,V0377,Fusion Solutions Pvt Ltd,PO00119,POL000119,2026-08-10,2026-08-18,MAN-075,5,549.76,0.12,2748.8,329.86,3078.66,INR,Supplier Network,0,
INV06390,INVL006390,SUP-INV06390,V0033,Indus Logistics Pvt Ltd,PO01190,POL001190,2026-04-21,2026-04-26,FAC-158,5,3760.32,0.12,18801.6,2256.19,21057.79,INR,Vendor Portal,0,
INV06391,INVL006391,SUP-INV06391,V0372,Crest Services Pvt Ltd,PO01254,POL001254,2026-02-02,2026-02-03,LOG-021,20,10411.84,0.05,208236.8,10411.84,218648.64,INR,Supplier Network,0,
INV06392,INVL006392,SUP-INV06392,V0355,Horizon Industries Pvt Ltd,PO03275,POL003275,2026-05-09,2026-05-10,PRO-121,250,34153.67,0.0,8538417.5,0.0,8538417.5,INR,Supplier Network,0,
INV06393,INVL006393,SUP-INV06393,V0366,DELTA COMPONENTS PVT LTD,PO04554,POL004554,2026-02-11,2026-02-13,PRO-047,250,21426.52,0.0,5356630.0,0.0,5356630.0,INR,Vendor Portal,0,
INV06394,INVL006394,SUP-INV06394,V0285,Indus Systems Pvt Ltd,PO01499,POL001499,2026-05-03,2026-05-06,IT -154,250,15169.93,0.0,3792482.5,0.0,3792482.5,INR,EDI,0,
INV06395,INVL006395,SUP-INV06395,V0187,Jupiter Logistics Pvt Ltd,PO00391,POL000391,2026-07-30,2026-07-31,FAC-108,250,2557.25,0.0,639312.5,0.0,639312.5,INR,Supplier Network,0,
INV06396,INVL006396,SUP-INV06396,V0338,Fusion Services Pvt Ltd,PO00250,POL000250,2026-02-09,2026-02-12,OFF-103,500,893.06,0.0,446530.0,0.0,446530.0,INR,Vendor Portal,0,
INV06397,INVL006397,SUP-INV06397,V0250,Evergreen Services Pvt Ltd,PO04072,POL004072,2026-05-10,2026-05-14,IT -039,2,24454.11,0.18,48908.22,8803.48,57711.7,INR,EDI,0,
INV06398,INVL006398,SUP-INV06398,V0182,Apex Enterprises Pvt Ltd,PO01426,POL001426,2026-09-23,2026-10-01,IT -074,1,13494.76,0.18,13494.76,2429.06,15923.82,INR,EDI,0,
INV06399,INVL006399,SUP-INV06399,V0225,Delta Supplies Pvt Ltd,PO01755,POL001755,2026-09-19,2026-09-20,FAC-038,100,1144.0,0.12,114400.0,13728.0,128128.0,INR,Supplier Network,0,
INV06400,INVL006400,SUP-INV06400,V0262,Delta Enterprises Pvt Ltd,PO00793,POL000793,2026-06-12,2026-06-20,PRO-157,1,38302.73,0.05,38302.73,1915.14,40217.87,INR,Supplier Network,0,
INV06401,INVL006401,SUP-INV06401,V0166,Evergreen Components Pvt Ltd,PO01366,POL001366,2026-08-15,2026-08-23,MAR-026,10,16450.44,0.12,164504.4,19740.53,184244.93,INR,Supplier Network,0,
INV06402,INVL006402,SUP-INV06402,V0467,Apex Logistics Pvt Ltd,PO00359,POL000359,2026-02-21,2026-02-23,LOG-046,10,3721.77,0.0,37217.7,0.0,37217.7,INR,Supplier Network,0,
INV06403,INVL006403,SUP-INV06403,V0130,Evergreen  Supplies  Pvt  Ltd,PO02436,POL002436,2026-04-16,2026-04-23,PRO-006,50,35005.38,0.12,1750269.0,210032.28,1960301.28,INR,Email OCR,0,
INV06404,INVL006404,SUP-INV06404,V0116,Evergreen Logistics Pvt Ltd,PO03528,POL003528,2026-03-20,2026-03-20,LOG-091,1,5989.79,0.0,5989.79,0.0,5989.79,INR,EDI,0,
INV06405,INVL006405,SUP-INV06405,V0039,Apex Components Pvt Ltd,PO00186,POL000186,2026-06-17,2026-06-20,IT -131,5,1724.1,0.12,8620.5,1034.46,9654.96,INR,Email OCR,0,
INV06406,INVL006406,SUP-INV06406,V0216,Indus Enterprises Pvt Ltd,PO03527,POL003527,2026-03-29,2026-03-29,UTI-108,20,2755.47,0.12,55109.4,6613.13,61722.53,INR,EDI,0,
INV06407,INVL006407,SUP-INV06407,V0072,Bluewave Logistics Pvt Ltd,PO01233,POL001233,2026-06-05,2026-06-08,OFF-041,250,1019.9,0.0,254975.0,0.0,254975.0,INR,Vendor Portal,0,
INV06408,INVL006408,SUP-INV06408,V0318,Global Solutions Pvt Ltd,PO02778,POL002778,2026-07-11,2026-07-19,IT -144,500,19235.97,0.12,9617985.0,1154158.2,10772143.2,INR,Vendor Portal,0,
INV06409,INVL006409,SUP-INV06409,V0290,Horizon Supplies Pvt Ltd,PO01951,POL001951,2026-04-26,2026-04-29,MAR-141,250,3108.36,0.18,777090.0,139876.2,916966.2,INR,Supplier Network,0,
INV06410,INVL006410,SUP-INV06410,V0077,Evergreen Components Pvt Ltd,PO03429,POL003429,2026-03-09,2026-03-16,MAR-110,20,14865.15,0.18,297303.0,53514.54,350817.54,INR,Email OCR,0,
INV06411,INVL006411,SUP-INV06411,V0309,Bluewave Components Pvt Ltd,PO02536,POL002536,2026-03-30,2026-04-04,UTI-153,500,3813.1,0.0,1906550.0,0.0,1906550.0,INR,EDI,0,
INV06412,INVL006412,SUP-INV06412,V0054,Global Services Pvt Ltd,PO02175,POL002175,2026-06-06,2026-06-11,UTI-040,2,4512.7,0.12,9025.4,1083.05,10108.45,INR,Email OCR,0,
INV06413,INVL006413,SUP-INV06413,V0107,Bluewave Systems Pvt Ltd,PO04452,POL004452,2026-09-21,2026-09-25,UTI-049,10,544.2,0.05,5442.0,272.1,5714.1,INR,Email OCR,0,
INV06414,INVL006414,SUP-INV06414,V0061,Delta Industries Pvt Ltd,PO00152,POL000152,2026-09-06,2026-09-09,OFF-092,100,1083.12,0.05,108312.0,5415.6,113727.6,INR,Vendor Portal,0,
INV06415,INVL006415,SUP-INV06415,V0212,Evergreen  Industries  Pvt  Ltd,PO01600,POL001600,2026-04-05,2026-04-13,FAC-158,5,6053.94,0.05,30269.7,1513.49,31783.19,INR,Supplier Network,0,
