payment_id,invoice_id,payment_date,payment_amount,status
PAY005547,INV05547,2026-08-30,8789838.75,Paid
PAY005548,INV05548,2026-05-03,21540.75,Paid
PAY005549,INV05549,2026-03-26,678.03,Paid
PAY005550,INV05550,2026-06-17,1113410.0,Paid
PAY005551,INV05551,2026-09-09,585474.75,Paid
PAY005552,INV05552,2026-04-28,1999018.0,Paid
PAY005553,INV05553,2026-05-26,12259.13,Paid
PAY005554,INV05554,2026-07-05,418867.05,Paid
PAY005555,INV05555,2026-10-05,14156.93,Paid
PAY005556,INV05556,2026-08-02,5250576.8,Paid
PAY005557,INV05557,2026-06-18,31687.31,Paid
PAY005558,INV05558,2026-08-21,1655.47,Paid
PAY005559,INV05559,2026-07-29,3175050.0,Paid
PAY005560,INV05560,2026-07-27,84380.62,Paid
PAY005561,INV05561,2026-07-31,1094644.95,Paid
PAY005562,INV05562,2026-09-09,499576.88,Paid
PAY005563,INV05563,2026-07-13,168842.73,Paid
PAY005564,INV05564,2026-04-14,1172617.43,Paid
PAY005565,INV05565,2026-04-01,25212.71,Paid
PAY005566,INV05566,2026-09-12,312525.02,Paid
PAY005567,INV05567,2026-06-10,52525.93,Paid
PAY005568,INV05568,2026-06-16,10025.2,Paid
PAY005569,INV05569,2026-04-03,507793.53,Paid
PAY005570,INV05570,2026-07-26,4526.13,Paid
PAY005571,INV05571,2026-05-17,44993.6,Paid
PAY005572,INV05572,2026-03-25,2338316.32,Paid
PAY005573,INV05573,2026-03-11,81942.2,Paid
PAY005574,INV05574,2026-08-11,117194.17,Paid
PAY005575,INV05575,2026-03-31,1140196.4,Paid
PAY005576,INV05576,2026-08-04,42101.36,Paid
PAY005577,INV05577,2026-07-04,263557.25,Paid
PAY005578,INV05578,2026-06-22,989813.5,Paid
PAY005579,INV05579,2026-07-06,82146.75,Paid
PAY005580,INV05580,2026-04-11,13301.53,Paid
PAY005581,INV05581,2026-04-08,67206.0,Paid
PAY005582,INV05582,2026-09-11,1353545.76,Paid
PAY005583,INV05583,2026-04-29,78249.7,Paid
PAY005584,INV05584,2026-02-21,19433.43,Paid
PAY005585,INV05585,2026-03-29,11618073.6,Paid
PAY005586,INV05586,2026-06-10,1794623.25,Paid
PAY005587,INV05587,2026-08-21,4668.54,Paid
PAY005588,INV05588,2026-05-30,5260.87,Paid
PAY005589,INV05589,2026-09-28,2010.57,Paid
PAY005590,INV05590,2026-07-04,1895584.5,Paid
PAY005591,INV05591,2026-07-17,206359.12,Paid
PAY005592,INV05592,2026-05-08,64270.0,Paid
PAY005593,INV05593,2026-03-20,946531.69,Paid
PAY005594,INV05594,2026-06-05,352300.8,Paid
PAY005595,INV05595,2026-09-06,46526.09,Paid
PAY005596,INV05596,2026-08-28,789880.35,Paid
PAY005597,INV05597,2026-10-10,678310.02,Paid
PAY005598,INV05598,2026-10-06,922746.0,Paid
PAY005599,INV05599,2026-07-06,11618604.5,Paid
PAY005600,INV05600,2026-09-13,604312.5,Paid
PAY005601,INV05601,2026-08-26,4658.04,Paid
PAY005602,INV05602,2026-04-02,24883.71,Paid
PAY005603,INV05603,2026-08-15,308863.52,Paid
PAY005604,INV05604,2026-05-31,62477.46,Paid
PAY005605,INV05605,2026-07-22,21394.53,Paid
PAY005606,INV05606,2026-10-09,2430066.8,Paid
PAY005607,INV05607,2026-10-14,1044916.55,Paid
PAY005608,INV05608,2026-06-26,9325806.0,Paid
PAY005609,INV05609,2026-05-22,23151.74,Paid
PAY005610,INV05610,2026-04-08,7023.12,Paid
PAY005611,INV05611,2026-08-25,16555.8,Paid
PAY005612,INV05612,2026-08-27,22108.65,Paid
PAY005613,INV05613,2026-04-18,111316.8,Paid
PAY005614,INV05614,2026-07-06,10354372.88,Paid
PAY005615,INV05615,2026-05-29,27731.45,Paid
PAY005616,INV05616,2026-06-25,172485.0,Paid
PAY005617,INV05617,2026-06-25,489602.06,Paid
PAY005618,INV05618,2026-05-13,3817238.25,Paid
PAY005619,INV05619,2026-05-01,4498.95,Paid
PAY005620,INV05620,2026-03-14,270075.57,Paid
PAY005621,INV05621,2026-07-20,97038.95,Paid
PAY005622,INV05622,2026-08-18,15400.0,Paid
PAY005623,INV05623,2026-06-08,6525.28,Paid
PAY005624,INV05624,2026-06-13,2175874.4,Paid
PAY005625,INV05625,2026-07-18,43645.43,Paid
PAY005626,INV05626,2026-08-08,16083.7,Paid
PAY005627,INV05627,2026-08-04,90598.04,Paid
PAY005628,INV05628,2026-05-10,270075.57,Paid
PAY005629,INV05629,2026-03-20,165138.74,Paid
PAY005630,INV05630,2026-03-26,882153.3,Paid
PAY005631,INV05631,2026-06-27,16634.91,Paid
PAY005632,INV05632,2026-06-13,797819.93,Paid
PAY005633,INV05633,2026-05-06,1530783.45,Paid
PAY005634,INV05634,2026-05-16,814954.35,Paid
PAY005635,INV05635,2026-05-05,582.63,Paid
PAY005636,INV05636,2026-06-15,26336.64,Paid
PAY005637,INV05637,2026-08-09,3059454.44,Paid
PAY005638,INV05638,2026-05-05,5488327.5,Paid
PAY005639,INV05639,2026-09-18,84.96,Paid
PAY005640,INV05640,2026-04-29,10463.48,Paid
PAY005641,INV05641,2026-09-11,6802.36,Paid
PAY005642,INV05642,2026-06-12,1469087.0,Paid
PAY005643,INV05643,2026-06-21,1230.76,Paid
PAY005644,INV05644,2026-05-28,20665.34,Paid
PAY005645,INV05645,2026-09-22,121634.5,Paid
PAY005646,INV05646,2026-05-02,1509.74,Paid
PAY005647,INV05647,2026-07-10,45312.0,Paid
PAY005648,INV05648,2026-05-30,9994.3,Paid
PAY005649,INV05649,2026-08-26,1125293.12,Paid
PAY005650,INV05650,2026-06-14,606719.4,Paid
PAY005651,INV05651,2026-04-20,84945.0,Paid
PAY005652,INV05652,2026-05-27,1436729.65,Paid
PAY005653,INV05653,2026-05-30,211.94,Paid
PAY005654,INV05654,2026-02-13,1140196.4,Paid
PAY005655,INV05655,2026-05-15,650174.4,Paid
PAY005656,INV05656,2026-07-13,707505.75,Paid
PAY005657,INV05657,2026-02-28,1119994.05,Paid
PAY005658,INV05658,2026-06-29,5035077.6,Paid
PAY005659,INV05659,2026-07-25,1341908.4,Paid
PAY005660,INV05660,2026-09-12,36070.33,Paid
PAY005661,INV05661,2026-03-10,25212.71,Paid
PAY005662,INV05662,2026-06-28,20083900.9,Paid
PAY005663,INV05663,2026-03-11,40064.54,Paid
PAY005664,INV05664,2026-07-25,7891580.0,Paid
PAY005665,INV05665,2026-04-25,4238841.6,Paid
PAY005666,INV05666,2026-09-22,14958.2,Paid
PAY005667,INV05667,2026-05-04,1434087.2,Paid
PAY005668,INV05668,2026-05-11,782315.97,Paid
PAY005669,INV05669,2026-04-27,5444486.25,Paid
PAY005670,INV05670,2026-05-31,10079495.1,Paid
PAY005671,INV05671,2026-06-15,15206.78,Paid
PAY005672,INV05672,2026-09-04,71366.52,Paid
PAY005673,INV05673,2026-03-08,42426.72,Paid
PAY005674,INV05674,2026-05-28,1842.56,Paid
PAY005675,INV05675,2026-06-19,14400.88,Paid
PAY005676,INV05676,2026-05-25,54135.76,Paid
PAY005677,INV05677,2026-08-30,47078.72,Paid
PAY005678,INV05678,2026-06-10,507759.0,Paid
PAY005679,INV05679,2026-04-17,762.68,Paid
PAY005680,INV05680,2026-06-18,339800.2,Paid
PAY005681,INV05681,2026-06-12,1251580.4,Paid
PAY005682,INV05682,2026-07-02,16062.56,Paid
PAY005683,INV05683,2026-08-09,2952.68,Paid
PAY005684,INV05684,2026-08-08,513394.99,Paid
PAY005685,INV05685,2026-05-06,3145.74,Paid
PAY005686,INV05686,2026-08-08,23019.15,Paid
PAY005687,INV05687,2026-03-27,397495.0,Paid
PAY005688,INV05688,2026-03-08,10881.13,Paid
PAY005689,INV05689,2026-11-07,28678.1,Paid
PAY005690,INV05690,2026-03-31,20264.27,Paid
PAY005691,INV05691,2026-06-14,349215.3,Paid
PAY005692,INV05692,2026-05-06,36151.66,Paid
PAY005693,INV05693,2026-06-13,50081.85,Paid
PAY005694,INV05694,2026-09-16,55400.69,Paid
PAY005695,INV05695,2026-03-16,91966.67,Paid
PAY005696,INV05696,2026-03-11,510.4,Paid
PAY005697,INV05697,2026-07-10,43186.81,Paid
PAY005698,INV05698,2026-10-06,529336.19,Paid
PAY005699,INV05699,2026-06-29,63250.83,Paid
PAY005700,INV05700,2026-04-21,183115.3,Paid
PAY005701,INV05701,2026-04-16,1124.41,Paid
PAY005702,INV05702,2026-07-13,79345.14,Paid
PAY005703,INV05703,2026-08-20,62607.78,Paid
PAY005704,INV05704,2026-09-22,45298.34,Paid
PAY005705,INV05705,2026-06-30,606.57,Paid
PAY005706,INV05706,2026-04-27,2065.87,Paid
PAY005707,INV05707,2026-10-05,119979.57,Paid
PAY005708,INV05708,2026-05-22,949830.0,Paid
PAY005709,INV05709,2026-06-10,1148089.5,Paid
PAY005710,INV05710,2026-07-29,94921.44,Paid
PAY005711,INV05711,2026-04-05,1951012.0,Paid
PAY005712,INV05712,2026-06-27,18478440.75,Paid
PAY005713,INV05713,2026-09-26,35346.68,Paid
PAY005714,INV05714,2026-07-29,830652.48,Paid
PAY005715,INV05715,2026-03-03,173894.4,Paid
PAY005716,INV05716,2026-07-08,5609707.5,Paid
PAY005717,INV05717,2026-09-27,12200.01,Paid
PAY005718,INV05718,2026-08-05,22718.74,Paid
PAY005719,INV05719,2026-04-17,380208.15,Paid
PAY005720,INV05720,2026-06-05,2773215.0,Paid
PAY005721,INV05721,2026-07-26,6999.85,Paid
PAY005722,INV05722,2026-04-26,5118.11,Paid
PAY005723,INV05723,2026-09-03,111410.4,Paid
PAY005724,INV05724,2026-03-22,36744.43,Paid
PAY005725,INV05725,2026-08-24,29848.15,Paid
PAY005726,INV05726,2026-10-01,13013.73,Paid
PAY005727,INV05727,2026-05-17,41446.7,Paid
PAY005728,INV05728,2026-03-24,861955.0,Paid
PAY005729,INV05729,2026-08-28,7342.38,Paid
PAY005730,INV05730,2026-08-15,3887754.85,Paid
PAY005731,INV05731,2026-05-19,19655466.5,Paid
PAY005732,INV05732,2026-03-26,6810.08,Paid
PAY005733,INV05733,2026-03-15,4991429.5,Paid
PAY005734,INV05734,2026-07-29,25885.08,Paid
PAY005735,INV05735,2026-02-26,142413.4,Paid
PAY005736,INV05736,2026-05-19,98506.8,Paid
PAY005737,INV05737,2026-09-28,24518.82,Paid
PAY005738,INV05738,2026-05-12,44051.38,Paid
PAY005739,INV05739,2026-07-27,366539.71,Paid
PAY005740,INV05740,2026-02-14,88729.76,Paid
PAY005741,INV05741,2026-09-19,148649.18,Paid
PAY005742,INV05742,2026-05-29,46113.9,Paid
PAY005743,INV05743,2026-04-07,370640.48,Paid
PAY005744,INV05744,2026-05-14,1584498.1,Paid
PAY005745,INV05745,2026-04-20,21540.75,Paid
PAY005746,INV05746,2026-08-08,18221.52,Paid
PAY005747,INV05747,2026-05-23,187384.0,Paid
PAY005748,INV05748,2026-08-04,778052.0,Paid
PAY005749,INV05749,2026-07-30,12328640.0,Paid
PAY005750,INV05750,2026-10-22,4416616.4,Paid
PAY005751,INV05751,2026-07-10,348480.72,Paid
PAY005752,INV05752,2026-05-25,31783.19,Paid
PAY005753,INV05753,2026-10-09,52811.22,Paid
PAY005754,INV05754,2026-03-01,654474.8,Paid
PAY005755,INV05755,2026-04-11,16486.05,Paid
PAY005756,INV05756,2026-06-19,1661.03,Paid
PAY005757,INV05757,2026-08-03,37206.96,Paid
PAY005758,INV05758,2026-08-01,3680185.0,Paid
PAY005759,INV05759,2026-10-29,5425.62,Paid
PAY005760,INV05760,2026-06-22,14382.37,Paid
PAY005761,INV05761,2026-06-29,12219540.0,Paid
PAY005762,INV05762,2026-07-24,71744.4,Paid
PAY005763,INV05763,2026-05-31,70221.8,Paid
PAY005764,INV05764,2026-08-29,27432.8,Paid
PAY005765,INV05765,2026-06-19,2611286.9,Paid
PAY005766,INV05766,2026-05-29,9731.62,Paid
PAY005767,INV05767,2026-04-16,6577211.2,Paid
PAY005768,INV05768,2026-07-11,444999.83,Paid
PAY005769,INV05769,2026-08-24,1043010.0,Paid
PAY005770,INV05770,2026-10-05,237019.55,Paid
PAY005771,INV05771,2026-06-03,171674.61,Paid
PAY005772,INV05772,2026-09-27,19182.96,Paid
PAY005773,INV05773,2026-09-17,94921.44,Paid
PAY005774,INV05774,2026-06-19,2503724.0,Paid
PAY005775,INV05775,2026-10-20,341575.14,Paid
PAY005776,INV05776,2026-05-13,770415.52,Paid
PAY005777,INV05777,2026-07-28,1394263.81,Paid
PAY005778,INV05778,2026-07-24,1618193.85,Paid
PAY005779,INV05779,2026-08-31,932184.75,Paid
PAY005780,INV05780,2026-04-12,321651.48,Paid
PAY005781,INV05781,2026-10-10,242476.6,Paid
PAY005782,INV05782,2026-03-01,10228559.6,Paid
PAY005783,INV05783,2026-06-29,495611.2,Paid
PAY005784,INV05784,2026-09-29,11065.53,Paid
PAY005785,INV05785,2026-09-04,1869314.7,Paid
PAY005786,INV05786,2026-06-17,62751.2,Paid
PAY005787,INV05787,2026-05-23,853724.1,Paid
PAY005788,INV05788,2026-04-12,557676.85,Paid
PAY005789,INV05789,2026-03-02,2776042.5,Paid
PAY005790,INV05790,2026-08-01,1648.33,Paid
PAY005791,INV05791,2026-05-04,195694.5,Paid
PAY005792,INV05792,2026-10-03,2664885.0,Paid
PAY005793,INV05793,2026-08-25,6591524.25,Paid
PAY005794,INV05794,2026-09-26,63662.01,Paid
PAY005795,INV05795,2026-03-18,58873.92,Paid
PAY005796,INV05796,2026-08-12,3027.96,Paid
PAY005797,INV05797,2026-04-25,1802460.8,Paid
PAY005798,INV05798,2026-07-20,20900916.75,Paid
PAY005799,INV05799,2026-05-29,12708.99,Paid
PAY005800,INV05800,2026-07-10,7296.59,Paid
PAY005801,INV05801,2026-04-26,412678.45,Paid
PAY005802,INV05802,2026-06-28,9166012.8,Paid
PAY005803,INV05803,2026-08-01,830652.48,Paid
PAY005804,INV05804,2026-02-18,12820422.7,Paid
PAY005805,INV05805,2026-06-22,237986.0,Paid
PAY005806,INV05806,2026-07-24,241725.95,Paid
PAY005807,INV05807,2026-08-17,10869.8,Paid
PAY005808,INV05808,2026-03-26,6171.24,Paid
PAY005809,INV05809,2026-09-13,715216.88,Paid
PAY005810,INV05810,2026-06-17,20786.75,Paid
PAY005811,INV05811,2026-09-16,2153846.92,Paid
PAY005812,INV05812,2026-03-30,13785.02,Paid
PAY005813,INV05813,2026-07-10,8057826.0,Paid
PAY005814,INV05814,2026-04-22,1178800.0,Paid
PAY005815,INV05815,2026-06-17,446748.4,Paid
PAY005816,INV05816,2026-06-13,349215.3,Paid
PAY005817,INV05817,2026-05-29,32598.33,Paid
PAY005818,INV05818,2026-06-04,54047.18,Paid
PAY005819,INV05819,2026-10-04,149954.75,Paid
PAY005820,INV05820,2026-07-28,20114.22,Paid
PAY005821,INV05821,2026-03-09,176516.44,Paid
PAY005822,INV05822,2026-08-14,43466.24,Paid
PAY005823,INV05823,2026-06-29,122393.04,Paid
PAY005824,INV05824,2026-03-01,185040.0,Paid
PAY005825,INV05825,2026-09-07,5692.4,Paid
PAY005826,INV05826,2026-06-18,2391.01,Paid
PAY005827,INV05827,2026-05-31,12112670.5,Paid
PAY005828,INV05828,2026-05-23,4284.22,Paid
PAY005829,INV05829,2026-10-10,137280.68,Paid
PAY005830,INV05830,2026-05-26,5457.56,Paid
PAY005831,INV05831,2026-06-03,4945.7,Paid
PAY005832,INV05832,2026-04-16,21541.83,Paid
PAY005833,INV05833,2026-04-16,63170.73,Paid
PAY005834,INV05834,2026-08-05,1431646.8,Paid
PAY005835,INV05835,2026-03-31,817236.0,Paid
PAY005836,INV05836,2026-06-05,146494.6,Paid
PAY005837,INV05837,2026-08-07,48926.98,Paid
PAY005838,INV05838,2026-07-14,2985.1,Paid
PAY005839,INV05839,2026-03-27,3797.35,Paid
PAY005840,INV05840,2026-04-16,476641.2,Paid
PAY005841,INV05841,2026-09-27,459104.62,Paid
PAY005842,INV05842,2026-06-03,263557.25,Paid
PAY005843,INV05843,2026-08-10,17227858.4,Paid
PAY005844,INV05844,2026-05-26,4069.38,Paid
PAY005845,INV05845,2026-04-17,536360.0,Paid
PAY005846,INV05846,2026-09-20,2301804.76,Paid
PAY005847,INV05847,2026-07-16,16734.35,Paid
PAY005848,INV05848,2026-09-14,12928.2,Paid
PAY005849,INV05849,2026-02-20,96492.14,Paid
PAY005850,INV05850,2026-09-01,252089.89,Paid
PAY005851,INV05851,2026-06-14,1353.66,Paid
PAY005852,INV05852,2026-09-16,678310.02,Paid
PAY005853,INV05853,2026-04-27,33594.96,Paid
PAY005854,INV05854,2026-06-05,3546.63,Paid
PAY005855,INV05855,2026-02-07,165885.44,Paid
PAY005856,INV05856,2026-06-11,98665.28,Paid
PAY005857,INV05857,2026-06-28,9149.45,Paid
PAY005858,INV05858,2026-07-28,2391.01,Paid
PAY005859,INV05859,2026-11-13,19584.51,Paid
PAY005860,INV05860,2026-06-24,17483.92,Paid
PAY005861,INV05861,2026-06-07,40688.05,Paid
PAY005862,INV05862,2026-05-08,367691.52,Paid
PAY005863,INV05863,2026-05-21,58488.64,Paid
PAY005864,INV05864,2026-05-17,187384.0,Paid
PAY005865,INV05865,2026-06-29,336834.5,Paid
PAY005866,INV05866,2026-06-16,334805.62,Paid
PAY005867,INV05867,2026-08-16,149954.75,Paid
PAY005868,INV05868,2026-06-18,938784.0,Paid
PAY005869,INV05869,2026-07-19,90447.0,Paid
PAY005870,INV05870,2026-06-19,2446345.65,Paid
PAY005871,INV05871,2026-06-25,129692.86,Paid
PAY005872,INV05872,2026-07-04,45526.95,Paid
PAY005873,INV05873,2026-08-10,1436047.2,Paid
PAY005874,INV05874,2026-07-27,12922.6,Paid
PAY005875,INV05875,2026-04-22,10407400.0,Paid
PAY005876,INV05876,2026-03-05,110361.27,Paid
PAY005877,INV05877,2026-04-09,3535.92,Paid
PAY005878,INV05878,2026-07-30,54751.2,Paid
PAY005879,INV05879,2026-08-14,15486.5,Paid
PAY005880,INV05880,2026-06-03,7503.91,Paid
PAY005881,INV05881,2026-04-06,267035.0,Paid
PAY005882,INV05882,2026-05-06,1968655.5,Paid
PAY005883,INV05883,2026-06-03,213101.28,Paid
PAY005884,INV05884,2026-07-17,304067.9,Paid
PAY005885,INV05885,2026-10-03,1918927.8,Paid
PAY005886,INV05886,2026-09-01,14156.93,Paid
PAY005887,INV05887,2026-04-29,678287.01,Paid
PAY005888,INV05888,2026-04-02,55202.78,Paid
PAY005889,INV05889,2026-09-18,4769.41,Paid
PAY005890,INV05890,2026-08-29,120957.38,Paid
PAY005891,INV05891,2026-07-08,689938.2,Paid
PAY005892,INV05892,2026-04-26,19317.14,Paid
PAY005893,INV05893,2026-09-29,13592.41,Paid
PAY005894,INV05894,2026-02-12,181525.58,Paid
PAY005895,INV05895,2026-08-23,46469.25,Paid
PAY005896,INV05896,2026-06-10,192049.2,Paid
PAY005897,INV05897,2026-07-13,2139757.72,Paid
PAY005898,INV05898,2026-05-27,1159930.24,Paid
PAY005899,INV05899,2026-08-04,60084.19,Paid
PAY005900,INV05900,2026-07-22,17203.0,Paid
PAY005901,INV05901,2026-07-16,1711969.88,Paid
PAY005902,INV05902,2026-07-12,57711.7,Paid
PAY005903,INV05903,2026-03-12,767870.25,Paid
PAY005904,INV05904,2026-07-17,5505895.5,Paid
PAY005905,INV05905,2026-08-31,424393.2,Paid
PAY005906,INV05906,2026-05-14,27333.5,Paid
PAY005907,INV05907,2026-04-24,39477.18,Paid
PAY005908,INV05908,2026-08-05,158456.55,Paid
PAY005909,INV05909,2026-10-12,766688.47,Paid
PAY005910,INV05910,2026-09-16,2561499.75,Paid
PAY005911,INV05911,2026-07-21,2091060.3,Paid
PAY005912,INV05912,2026-05-08,6341.79,Paid
PAY005913,INV05913,2026-04-06,6701.2,Paid
PAY005914,INV05914,2026-03-19,141120.0,Paid
PAY005915,INV05915,2026-04-09,2137080.3,Paid
PAY005916,INV05916,2026-04-27,37590.84,Paid
PAY005917,INV05917,2026-04-18,787427.6,Paid
PAY005918,INV05918,2026-03-28,81166.3,Paid
PAY005919,INV05919,2026-04-14,99350.89,Paid
PAY005920,INV05920,2026-04-23,4991.85,Paid
PAY005921,INV05921,2026-05-21,6658.44,Paid
PAY005922,INV05922,2026-07-07,1091715.35,Paid
PAY005923,INV05923,2026-06-15,20402.44,Paid
PAY005924,INV05924,2026-04-13,7680.68,Paid
PAY005925,INV05925,2026-03-31,91966.67,Paid
PAY005926,INV05926,2026-07-21,47702.0,Paid
PAY005927,INV05927,2026-06-12,49487.97,Paid
PAY005928,INV05928,2026-07-22,1982801.2,Paid
PAY005929,INV05929,2026-09-10,2524.04,Paid
PAY005930,INV05930,2026-08-01,621288.64,Paid
PAY005931,INV05931,2026-06-03,606719.4,Paid
PAY005932,INV05932,2026-05-18,20222.96,Paid
PAY005933,INV05933,2026-09-16,2938412.4,Paid
PAY005934,INV05934,2026-03-16,43626.0,Paid
PAY005935,INV05935,2026-07-31,1641.77,Paid
PAY005936,INV05936,2026-10-04,10037354.25,Paid
PAY005937,INV05937,2026-05-25,5266.01,Paid
PAY005938,INV05938,2026-05-28,475175.0,Paid
PAY005939,INV05939,2026-03-29,1375.86,Paid
PAY005940,INV05940,2026-08-05,2505300.0,Paid
PAY005941,INV05941,2026-06-05,8801522.65,Paid
PAY005942,INV05942,2026-04-28,374710.88,Paid
PAY005943,INV05943,2026-07-22,473893.9,Paid
PAY005944,INV05944,2026-06-01,230493.54,Paid
PAY005945,INV05945,2026-05-05,52028.8,Paid
PAY005946,INV05946,2026-08-15,240250.95,Paid
PAY005947,INV05947,2026-06-12,5753.03,Paid
PAY005948,INV05948,2026-06-21,766356.15,Paid
PAY005949,INV05949,2026-09-12,22079.03,Paid
PAY005950,INV05950,2026-07-04,343953.57,Paid
PAY005951,INV05951,2026-03-10,2776042.5,Paid
PAY005952,INV05952,2026-05-15,20749.06,Paid
PAY005953,INV05953,2026-04-30,3716900.25,Paid
PAY005954,INV05954,2026-08-24,1925574.0,Paid
PAY005955,INV05955,2026-08-18,416573.0,Paid
PAY005956,INV05956,2026-09-26,445111.81,Paid
PAY005957,INV05957,2026-06-17,14647.76,Paid
PAY005958,INV05958,2026-09-01,4631.05,Paid
PAY005959,INV05959,2026-04-10,713184.92,Paid
PAY005960,INV05960,2026-08-23,59629.5,Paid
PAY005961,INV05961,2026-06-03,8363.93,Paid
PAY005962,INV05962,2026-06-04,4515010.5,Paid
PAY005963,INV05963,2026-05-31,730184.0,Paid
PAY005964,INV05964,2026-05-16,2035992.0,Paid
PAY005965,INV05965,2026-07-27,606.57,Paid
PAY005966,INV05966,2026-06-12,493112.55,Paid
PAY005967,INV05967,2026-05-29,996430.4,Paid
PAY005968,INV05968,2026-05-20,14088.06,Paid
PAY005969,INV05969,2026-06-07,10617.22,Paid
PAY005970,INV05970,2026-06-08,5397.38,Paid
PAY005971,INV05971,2026-09-04,3487.37,Paid
PAY005972,INV05972,2026-08-11,5916209.6,Paid
PAY005973,INV05973,2026-04-06,37234.94,Paid
PAY005974,INV05974,2026-06-24,6965752.5,Paid
PAY005975,INV05975,2026-05-12,2194.21,Paid
PAY005976,INV05976,2026-04-06,36071.84,Paid
PAY005977,INV05977,2026-04-30,945977.76,Paid
PAY005978,INV05978,2026-05-19,507793.53,Paid
PAY005979,INV05979,2026-04-14,25678.6,Paid
PAY005980,INV05980,2026-08-02,2020962.5,Paid
PAY005981,INV05981,2026-10-16,63295.9,Paid
PAY005982,INV05982,2026-06-19,2852776.5,Paid
PAY005983,INV05983,2026-06-30,554228.33,Paid
PAY005984,INV05984,2026-04-30,465894.8,Paid
PAY005985,INV05985,2026-06-06,916966.2,Paid
PAY005986,INV05986,2026-05-07,252105.95,Paid
PAY005987,INV05987,2026-07-12,23609.67,Paid
PAY005988,INV05988,2026-04-28,849182.25,Paid
PAY005989,INV05989,2026-06-24,556614.85,Paid
PAY005990,INV05990,2026-08-07,4951.74,Paid
PAY005991,INV05991,2026-05-13,319247.0,Paid
PAY005992,INV05992,2026-04-17,58528.94,Paid
PAY005993,INV05993,2026-08-19,394347.5,Paid
PAY005994,INV05994,2026-10-02,28098.95,Paid
PAY005995,INV05995,2026-03-15,418321.4,Paid
PAY005996,INV05996,2026-05-21,85524.08,Paid
PAY005997,INV05997,2026-03-29,359073.75,Paid
PAY005998,INV05998,2026-04-04,31783.19,Paid
PAY005999,INV05999,2026-07-21,6123.71,Paid
PAY006000,INV06000,2026-09-10,90479.66,Paid
PAY006001,INV06001,2026-06-02,247070.88,Paid
PAY006002,INV06002,2026-03-16,69184.5,Paid
PAY006003,INV06003,2026-05-11,25530.44,Paid
PAY006004,INV06004,2026-05-02,831233.3,Paid
PAY006005,INV06005,2026-10-10,141055.96,Paid
PAY006006,INV06006,2026-08-17,5722.55,Paid
PAY006007,INV06007,2026-06-09,3678920.0,Paid
PAY006008,INV06008,2026-07-17,2614.02,Paid
PAY006009,INV06009,2026-04-07,5398.4,Paid
PAY006010,INV06010,2026-05-14,894700.0,Paid
PAY006011,INV06011,2026-03-23,43254.86,Paid
PAY006012,INV06012,2026-06-11,507759.0,Paid
PAY006013,INV06013,2026-04-24,22162.6,Paid
PAY006014,INV06014,2026-02-02,620.08,Paid
PAY006015,INV06015,2026-08-02,3026415.0,Paid
PAY006016,INV06016,2026-06-30,9053.26,Paid
PAY006017,INV06017,2026-06-19,148838.83,Paid
PAY006018,INV06018,2026-04-26,21342.25,Paid
PAY006019,INV06019,2026-06-07,235496.1,Paid
PAY006020,INV06020,2026-08-07,4591.42,Paid
PAY006021,INV06021,2026-09-21,34902.53,Paid
PAY006022,INV06022,2026-07-13,522986.8,Paid
PAY006023,INV06023,2026-09-03,17176.74,Paid
PAY006024,INV06024,2026-10-13,40692.6,Paid
PAY006025,INV06025,2026-07-16,1166754.5,Paid
PAY006026,INV06026,2026-05-04,20368.43,Paid
PAY006027,INV06027,2026-02-22,6802.58,Paid
PAY006028,INV06028,2026-06-13,110795.0,Paid
PAY006029,INV06029,2026-07-13,150117.03,Paid
PAY006030,INV06030,2026-05-07,9142899.6,Paid
PAY006031,INV06031,2026-08-15,138820.2,Paid
PAY006032,INV06032,2026-07-26,611310.8,Paid
PAY006033,INV06033,2026-04-23,67304.32,Paid
PAY006034,INV06034,2026-02-19,37478.28,Paid
PAY006035,INV06035,2026-05-14,50315.58,Paid
PAY006036,INV06036,2026-04-29,67969.35,Paid
PAY006037,INV06037,2026-04-12,67304.32,Paid
PAY006038,INV06038,2026-07-07,17203.0,Paid
PAY006039,INV06039,2026-10-09,259273.14,Paid
PAY006040,INV06040,2026-04-25,8626.62,Paid
PAY006041,INV06041,2026-05-21,163341.6,Paid
PAY006042,INV06042,2026-04-28,13662.03,Paid
PAY006043,INV06043,2026-06-14,7200.1,Paid
PAY006044,INV06044,2026-08-07,9665.67,Paid
PAY006045,INV06045,2026-10-03,154250.25,Paid
PAY006046,INV06046,2026-07-09,3544897.5,Paid
PAY006047,INV06047,2026-11-09,11486.2,Paid
PAY006048,INV06048,2026-06-06,4822.35,Paid
PAY006049,INV06049,2026-07-16,1980258.3,Paid
PAY006050,INV06050,2026-08-30,128526.83,Paid
PAY006051,INV06051,2026-08-30,219137.2,Paid
PAY006052,INV06052,2026-04-23,506786.4,Paid
PAY006053,INV06053,2026-07-07,389118.24,Paid
PAY006054,INV06054,2026-05-13,6483625.05,Paid
PAY006055,INV06055,2026-03-16,7613.65,Paid
PAY006056,INV06056,2026-08-21,1785.51,Paid
PAY006057,INV06057,2026-05-31,13558.2,Paid
PAY006058,INV06058,2026-08-04,5790.79,Paid
PAY006059,INV06059,2026-08-17,117992.7,Paid
PAY006060,INV06060,2026-05-10,117908.11,Paid
