po_id,po_line_id,vendor_id,po_date,item_id,ordered_quantity,unit_price,tax_rate,currency
PO02475,POL002475,V0393,2026-05-22,UTI-076,500,4593.3,0.12,INR
PO02476,POL002476,V0383,2026-04-26,PRO-150,2,3534.69,0.12,INR
PO02477,POL002477,V0420,2026-05-11,FAC-071,20,4873.39,0.0,INR
PO02478,POL002478,V0254,2026-04-09,FAC-101,5,4553.76,0.0,INR
PO02479,POL002479,V0310,2026-05-02,LOG-106,100,3985.95,0.12,INR
PO02480,POL002480,V0257,2026-04-19,PRO-084,250,36448.3,0.05,INR
PO02481,POL002481,V0225,2026-01-19,FAC-041,20,431.1,0.05,INR
PO02482,POL002482,V0135,2026-02-03,MAR-084,1,11712.15,0.05,INR
PO02483,POL002483,V0422,2026-01-25,MAR-051,50,16802.92,0.05,INR
PO02484,POL002484,V0303,2026-02-20,LOG-029,5,1290.45,0.18,INR
PO02485,POL002485,V0493,2026-02-04,IT -034,250,3240.1,0.05,INR
PO02486,POL002486,V0005,2026-07-18,IT -103,500,8370.75,0.12,INR
PO02487,POL002487,V0112,2026-06-21,MAR-112,1,2822.84,0.05,INR
PO02488,POL002488,V0358,2026-06-11,OFF-091,10,767.68,0.12,INR
PO02489,POL002489,V0498,2026-01-22,MAN-085,1,493.75,0.18,INR
PO02490,POL002490,V0364,2026-03-19,OFF-153,10,140.04,0.18,INR
PO02491,POL002491,V0458,2026-03-28,LOG-114,1,8692.57,0.18,INR
PO02492,POL002492,V0335,2026-02-25,PRO-048,1,35052.29,0.12,INR
PO02493,POL002493,V0115,2026-05-11,MAR-117,50,8246.21,0.05,INR
PO02494,POL002494,V0419,2026-07-06,UTI-122,500,3350.87,0.18,INR
PO02495,POL002495,V0344,2026-04-02,UTI-102,5,2588.12,0.05,INR
PO02496,POL002496,V0050,2026-01-12,MAN-015,2,1729.02,0.0,INR
PO02497,POL002497,V0079,2026-05-29,LOG-046,20,9187.6,0.12,INR
PO02498,POL002498,V0170,2026-07-11,UTI-153,100,767.78,0.18,INR
PO02499,POL002499,V0087,2026-01-08,OFF-159,100,1079.67,0.18,INR
PO02500,POL002500,V0118,2026-07-22,LOG-124,500,8422.25,0.05,INR
PO02501,POL002501,V0123,2026-01-27,IT -050,20,11400.85,0.05,INR
PO02502,POL002502,V0238,2026-05-20,MAN-056,20,2462.16,0.18,INR
PO02503,POL002503,V0162,2026-02-16,PRO-057,100,16719.15,0.05,INR
PO02504,POL002504,V0490,2026-07-29,UTI-146,250,787.88,0.18,INR
PO02505,POL002505,V0290,2026-01-12,MAR-088,1,981.91,0.0,INR
PO02506,POL002506,V0246,2026-01-21,IT -120,500,1747.33,0.18,INR
PO02507,POL002507,V0142,2026-03-25,UTI-096,100,2231.7,0.05,INR
PO02508,POL002508,V0274,2026-06-22,MAN-002,250,860.81,0.12,INR
PO02509,POL002509,V0078,2026-03-15,PRO-062,50,27750.36,0.18,INR
PO02510,POL002510,V0362,2026-01-25,MAN-127,2,2982.68,0.12,INR
PO02511,POL002511,V0178,2026-01-16,MAR-062,100,11770.83,0.12,INR
PO02512,POL002512,V0196,2026-01-10,MAN-153,250,1068.14,0.0,INR
PO02513,POL002513,V0127,2026-06-28,LOG-056,250,7389.54,0.05,INR
PO02514,POL002514,V0172,2026-02-15,PRO-070,5,26816.45,0.0,INR
PO02515,POL002515,V0239,2026-05-08,OFF-144,250,1496.68,0.05,INR
PO02516,POL002516,V0285,2026-02-19,IT -072,1,12834.96,0.0,INR
PO02517,POL002517,V0364,2026-06-12,OFF-093,2,1810.69,0.0,INR
PO02518,POL002518,V0452,2026-03-21,FAC-082,250,6836.66,0.05,INR
PO02519,POL002519,V0263,2026-04-10,OFF-120,10,484.54,0.12,INR
PO02520,POL002520,V0172,2026-06-11,PRO-138,5,29308.84,0.0,INR
PO02521,POL002521,V0314,2026-01-26,MAR-023,2,16035.42,0.05,INR
PO02522,POL002522,V0202,2026-06-08,MAN-143,5,873.1,0.0,INR
PO02523,POL002523,V0194,2026-02-20,LOG-111,100,4291.79,0.18,INR
PO02524,POL002524,V0484,2026-06-25,MAR-009,100,12082.92,0.05,INR
PO02525,POL002525,V0284,2026-01-17,LOG-136,1,3952.5,0.12,INR
PO02526,POL002526,V0346,2026-02-14,OFF-046,10,1198.55,0.05,INR
PO02527,POL002527,V0319,2026-06-24,FAC-153,10,7735.02,0.12,INR
PO02528,POL002528,V0044,2026-03-17,OFF-032,10,1933.46,0.18,INR
PO02529,POL002529,V0071,2026-03-31,MAR-150,1,16470.42,0.18,INR
PO02530,POL002530,V0335,2026-07-21,PRO-002,20,27845.77,0.0,INR
PO02531,POL002531,V0497,2026-01-06,LOG-159,20,2111.58,0.18,INR
PO02532,POL002532,V0424,2026-07-23,MAN-108,500,3366.65,0.12,INR
PO02533,POL002533,V0359,2026-03-15,IT -117,100,20273.6,0.05,INR
PO02534,POL002534,V0417,2026-03-12,OFF-103,100,1054.93,0.18,INR
PO02535,POL002535,V0467,2026-01-02,LOG-148,2,6836.68,0.12,INR
PO02536,POL002536,V0309,2026-02-17,UTI-153,500,3813.1,0.0,INR
PO02537,POL002537,V0095,2026-03-14,IT -151,500,4243.6,0.18,INR
PO02538,POL002538,V0353,2026-03-15,PRO-140,250,18999.42,0.05,INR
PO02539,POL002539,V0171,2026-04-01,MAN-115,20,670.86,0.05,INR
PO02540,POL002540,V0187,2026-02-24,FAC-152,100,2616.67,0.18,INR
PO02541,POL002541,V0034,2026-02-10,MAN-071,10,1546.33,0.05,INR
PO02542,POL002542,V0363,2026-04-11,MAR-034,5,7382.44,0.18,INR
PO02543,POL002543,V0307,2026-07-28,MAR-014,20,16439.61,0.18,INR
PO02544,POL002544,V0300,2026-03-02,UTI-014,20,959.99,0.0,INR
PO02545,POL002545,V0339,2026-06-18,OFF-066,2,864.73,0.12,INR
PO02546,POL002546,V0169,2026-05-13,IT -036,500,6333.15,0.12,INR
PO02547,POL002547,V0107,2026-01-18,UTI-106,500,3325.18,0.18,INR
PO02548,POL002548,V0096,2026-06-19,OFF-021,250,274.31,0.05,INR
PO02549,POL002549,V0239,2026-03-11,OFF-091,250,1903.16,0.0,INR
PO02550,POL002550,V0149,2026-04-30,LOG-036,5,5198.79,0.0,INR
PO02551,POL002551,V0093,2026-05-29,FAC-034,500,3815.26,0.0,INR
PO02552,POL002552,V0049,2026-03-01,MAR-085,10,16334.16,0.0,INR
PO02553,POL002553,V0148,2026-06-10,IT -045,20,13952.01,0.12,INR
PO02554,POL002554,V0009,2026-06-25,FAC-146,1,6200.09,0.18,INR
PO02555,POL002555,V0467,2026-04-21,LOG-075,500,2335.01,0.12,INR
PO02556,POL002556,V0476,2026-07-29,PRO-141,5,36393.26,0.05,INR
PO02557,POL002557,V0461,2026-03-03,OFF-051,250,1408.27,0.0,INR
PO02558,POL002558,V0496,2026-07-26,MAR-090,10,1015.71,0.18,INR
PO02559,POL002559,V0145,2026-06-10,UTI-005,2,1060.52,0.0,INR
PO02560,POL002560,V0269,2026-07-04,IT -103,5,21250.5,0.0,INR
PO02561,POL002561,V0133,2026-03-21,UTI-144,10,2076.23,0.18,INR
PO02562,POL002562,V0247,2026-03-21,IT -076,500,11792.5,0.0,INR
PO02563,POL002563,V0101,2026-02-09,IT -160,50,4711.08,0.12,INR
PO02564,POL002564,V0099,2026-07-28,PRO-039,500,18129.1,0.0,INR
PO02565,POL002565,V0182,2026-04-12,IT -070,2,8330.6,0.12,INR
PO02566,POL002566,V0496,2026-02-20,MAR-144,50,16175.55,0.05,INR
PO02567,POL002567,V0362,2026-06-10,MAN-150,5,2010.03,0.18,INR
PO02568,POL002568,V0270,2026-04-29,IT -083,5,4414.32,0.12,INR
PO02569,POL002569,V0212,2026-03-23,FAC-005,250,7268.56,0.12,INR
PO02570,POL002570,V0230,2026-06-24,IT -051,2,2151.26,0.05,INR
PO02571,POL002571,V0122,2026-01-27,PRO-109,5,18790.72,0.18,INR
PO02572,POL002572,V0244,2026-03-04,PRO-128,10,34750.6,0.18,INR
PO02573,POL002573,V0210,2026-06-11,MAR-104,1,4991.68,0.18,INR
PO02574,POL002574,V0289,2026-04-17,MAN-031,500,376.22,0.05,INR
PO02575,POL002575,V0010,2026-03-13,PRO-001,250,31307.61,0.18,INR
PO02576,POL002576,V0496,2026-02-16,MAR-055,50,1192.19,0.0,INR
PO02577,POL002577,V0374,2026-01-10,LOG-127,10,8757.74,0.12,INR
PO02578,POL002578,V0358,2026-01-16,OFF-059,20,1352.21,0.0,INR
PO02579,POL002579,V0498,2026-06-08,MAN-145,2,2721.09,0.0,INR
PO02580,POL002580,V0107,2026-03-22,UTI-056,50,410.3,0.05,INR
PO02581,POL002581,V0328,2026-07-21,PRO-127,250,30668.55,0.12,INR
PO02582,POL002582,V0244,2026-04-24,PRO-036,2,35482.39,0.12,INR
PO02583,POL002583,V0381,2026-02-25,MAR-070,100,2572.24,0.18,INR
PO02584,POL002584,V0176,2026-06-02,IT -061,100,17485.95,0.05,INR
PO02585,POL002585,V0089,2026-01-13,PRO-005,100,31523.64,0.12,INR
PO02586,POL002586,V0262,2026-04-20,PRO-018,500,28331.14,0.0,INR
PO02587,POL002587,V0484,2026-04-02,MAR-059,100,16007.45,0.05,INR
PO02588,POL002588,V0232,2026-05-29,LOG-006,10,4975.98,0.05,INR
PO02589,POL002589,V0171,2026-02-18,MAN-051,100,3282.96,0.12,INR
PO02590,POL002590,V0270,2026-03-01,IT -151,20,4067.32,0.12,INR
PO02591,POL002591,V0193,2026-03-15,PRO-019,100,31741.88,0.18,INR
PO02592,POL002592,V0120,2026-04-27,MAR-107,10,4594.63,0.18,INR
PO02593,POL002593,V0430,2026-07-10,PRO-145,500,7885.39,0.12,INR
PO02594,POL002594,V0345,2026-07-30,UTI-110,50,1787.21,0.05,INR
PO02595,POL002595,V0058,2026-03-23,FAC-138,500,989.89,0.05,INR
PO02596,POL002596,V0466,2026-01-30,FAC-093,250,3255.78,0.12,INR
PO02597,POL002597,V0116,2026-07-26,LOG-130,100,7757.69,0.05,INR
PO02598,POL002598,V0137,2026-03-12,UTI-048,5,3083.93,0.18,INR
PO02599,POL002599,V0487,2026-04-03,LOG-038,100,10042.29,0.12,INR
PO02600,POL002600,V0451,2026-03-04,IT -016,5,8137.61,0.0,INR
PO02601,POL002601,V0246,2026-02-27,IT -138,250,22912.62,0.0,INR
PO02602,POL002602,V0075,2026-03-12,MAN-068,50,3427.49,0.0,INR
PO02603,POL002603,V0260,2026-07-27,OFF-152,20,566.74,0.05,INR
PO02604,POL002604,V0214,2026-02-02,FAC-126,10,1492.97,0.12,INR
PO02605,POL002605,V0227,2026-02-17,FAC-043,20,2137.68,0.12,INR
PO02606,POL002606,V0339,2026-04-19,OFF-078,500,645.52,0.05,INR
PO02607,POL002607,V0184,2026-01-04,MAR-027,20,5295.93,0.12,INR
PO02608,POL002608,V0041,2026-06-14,FAC-027,5,1806.87,0.0,INR
PO02609,POL002609,V0056,2026-01-01,MAN-022,1,966.23,0.12,INR
PO02610,POL002610,V0258,2026-04-01,IT -073,10,2798.31,0.18,INR
PO02611,POL002611,V0137,2026-01-21,UTI-109,100,238.93,0.12,INR
PO02612,POL002612,V0217,2026-06-03,PRO-107,5,17378.94,0.0,INR
PO02613,POL002613,V0257,2026-05-04,PRO-129,2,33668.85,0.05,INR
PO02614,POL002614,V0432,2026-07-12,PRO-003,50,23045.35,0.0,INR
PO02615,POL002615,V0127,2026-02-12,LOG-063,250,9911.29,0.0,INR
PO02616,POL002616,V0429,2026-02-02,PRO-125,1,19462.89,0.12,INR
PO02617,POL002617,V0099,2026-05-04,PRO-027,50,25867.39,0.0,INR
PO02618,POL002618,V0454,2026-04-13,IT -030,250,22334.14,0.05,INR
PO02619,POL002619,V0421,2026-02-18,MAR-058,500,1809.2,0.05,INR
PO02620,POL002620,V0390,2026-04-25,IT -073,5,6255.72,0.12,INR
PO02621,POL002621,V0266,2026-02-11,FAC-079,5,2212.37,0.12,INR
PO02622,POL002622,V0126,2026-06-17,OFF-036,10,442.12,0.12,INR
PO02623,POL002623,V0138,2026-04-16,OFF-004,5,458.49,0.18,INR
PO02624,POL002624,V0154,2026-04-26,LOG-063,2,4766.85,0.05,INR
PO02625,POL002625,V0236,2026-06-04,PRO-120,5,4735.53,0.0,INR
PO02626,POL002626,V0436,2026-01-23,OFF-130,1,1125.19,0.0,INR
PO02627,POL002627,V0417,2026-03-22,OFF-106,1,1982.13,0.0,INR
PO02628,POL002628,V0091,2026-05-18,FAC-154,500,1427.11,0.12,INR
PO02629,POL002629,V0152,2026-04-05,FAC-140,250,2003.91,0.05,INR
PO02630,POL002630,V0114,2026-06-20,IT -086,1,5291.66,0.0,INR
PO02631,POL002631,V0345,2026-04-25,UTI-142,100,4896.36,0.0,INR
PO02632,POL002632,V0163,2026-05-04,LOG-017,50,3246.06,0.12,INR
PO02633,POL002633,V0491,2026-06-16,PRO-016,1,3759.09,0.18,INR
PO02634,POL002634,V0082,2026-05-13,LOG-050,20,10620.71,0.05,INR
PO02635,POL002635,V0458,2026-03-13,LOG-054,250,10841.99,0.18,INR
PO02636,POL002636,V0084,2026-07-09,PRO-144,20,29611.48,0.12,INR
PO02637,POL002637,V0396,2026-04-07,FAC-044,1,5115.91,0.18,INR
PO02638,POL002638,V0202,2026-04-04,MAN-150,250,2695.26,0.05,INR
PO02639,POL002639,V0375,2026-02-24,IT -072,100,15575.51,0.05,INR
PO02640,POL002640,V0113,2026-04-24,FAC-009,2,6806.17,0.18,INR
PO02641,POL002641,V0196,2026-06-15,MAN-142,250,2498.53,0.0,INR
PO02642,POL002642,V0391,2026-07-12,MAN-101,500,2207.31,0.05,INR
PO02643,POL002643,V0475,2026-01-13,PRO-122,5,32118.45,0.12,INR
PO02644,POL002644,V0425,2026-01-17,OFF-103,500,1582.77,0.05,INR
PO02645,POL002645,V0379,2026-01-21,MAN-001,2,651.44,0.12,INR
PO02646,POL002646,V0183,2026-06-22,PRO-019,10,11765.35,0.05,INR
PO02647,POL002647,V0429,2026-03-28,PRO-050,50,8711.82,0.12,INR
PO02648,POL002648,V0200,2026-05-17,LOG-048,20,2702.76,0.12,INR
PO02649,POL002649,V0039,2026-02-25,IT -068,10,24352.1,0.0,INR
PO02650,POL002650,V0056,2026-05-18,MAN-082,20,2022.69,0.12,INR
PO02651,POL002651,V0123,2026-01-19,IT -059,5,14282.99,0.0,INR
PO02652,POL002652,V0282,2026-03-19,FAC-093,50,6970.13,0.0,INR
PO02653,POL002653,V0066,2026-05-13,UTI-034,500,1867.06,0.12,INR
PO02654,POL002654,V0390,2026-05-03,IT -074,50,1629.03,0.05,INR
PO02655,POL002655,V0354,2026-03-21,IT -068,50,22705.2,0.05,INR
PO02656,POL002656,V0166,2026-01-24,MAR-067,20,2395.98,0.05,INR
PO02657,POL002657,V0243,2026-05-03,MAN-088,1,3291.84,0.12,INR
PO02658,POL002658,V0313,2026-06-01,OFF-109,2,1134.33,0.05,INR
PO02659,POL002659,V0494,2026-06-06,OFF-158,20,162.53,0.05,INR
PO02660,POL002660,V0250,2026-06-09,IT -037,2,24272.8,0.0,INR
PO02661,POL002661,V0010,2026-04-11,PRO-049,50,4097.05,0.18,INR
PO02662,POL002662,V0390,2026-01-05,IT -035,5,10882.63,0.0,INR
PO02663,POL002663,V0386,2026-04-15,MAN-139,250,1612.01,0.12,INR
PO02664,POL002664,V0417,2026-06-18,OFF-032,500,424.59,0.12,INR
PO02665,POL002665,V0051,2026-01-28,LOG-021,500,3272.63,0.05,INR
PO02666,POL002666,V0132,2026-02-13,PRO-145,100,14840.53,0.12,INR
PO02667,POL002667,V0115,2026-07-07,MAR-103,1,12584.91,0.0,INR
PO02668,POL002668,V0104,2026-07-02,OFF-073,20,526.93,0.05,INR
PO02669,POL002669,V0447,2026-01-10,OFF-080,20,1680.52,0.18,INR
PO02670,POL002670,V0066,2026-01-13,UTI-139,250,1944.66,0.12,INR
PO02671,POL002671,V0462,2026-05-20,MAR-026,10,15556.66,0.18,INR
PO02672,POL002672,V0405,2026-04-12,FAC-006,2,1929.72,0.18,INR
PO02673,POL002673,V0189,2026-06-22,OFF-026,500,630.62,0.05,INR
PO02674,POL002674,V0245,2026-05-12,OFF-107,250,1606.42,0.18,INR
PO02675,POL002675,V0122,2026-02-02,PRO-033,100,32775.12,0.0,INR
PO02676,POL002676,V0452,2026-07-10,FAC-009,50,3762.26,0.12,INR
PO02677,POL002677,V0478,2026-04-01,UTI-098,500,1487.02,0.05,INR
PO02678,POL002678,V0345,2026-04-09,UTI-050,250,4662.77,0.18,INR
PO02679,POL002679,V0305,2026-02-18,IT -033,2,22647.24,0.12,INR
PO02680,POL002680,V0009,2026-03-18,FAC-017,50,426.49,0.05,INR
PO02681,POL002681,V0189,2026-06-18,OFF-076,50,1401.81,0.05,INR
PO02682,POL002682,V0363,2026-04-19,MAR-091,1,4729.08,0.05,INR
PO02683,POL002683,V0498,2026-05-28,MAN-091,5,1761.22,0.05,INR
PO02684,POL002684,V0317,2026-07-27,IT -002,250,9756.39,0.18,INR
PO02685,POL002685,V0301,2026-04-10,FAC-125,500,1362.95,0.05,INR
PO02686,POL002686,V0080,2026-04-25,PRO-068,50,4036.52,0.05,INR
PO02687,POL002687,V0186,2026-02-02,IT -127,500,21318.47,0.18,INR
PO02688,POL002688,V0287,2026-07-11,MAR-110,250,3551.18,0.05,INR
PO02689,POL002689,V0381,2026-02-23,MAR-009,1,7145.77,0.18,INR
PO02690,POL002690,V0337,2026-04-10,OFF-117,50,964.98,0.18,INR
PO02691,POL002691,V0091,2026-07-30,FAC-004,500,6613.24,0.18,INR
PO02692,POL002692,V0447,2026-05-24,OFF-103,1,1704.6,0.12,INR
PO02693,POL002693,V0441,2026-02-11,LOG-009,100,1676.44,0.0,INR
PO02694,POL002694,V0041,2026-04-19,FAC-089,10,6761.53,0.0,INR
PO02695,POL002695,V0080,2026-05-24,PRO-053,2,11757.43,0.12,INR
PO02696,POL002696,V0485,2026-04-10,OFF-071,500,472.92,0.12,INR
PO02697,POL002697,V0031,2026-03-19,IT -084,10,5148.21,0.18,INR
PO02698,POL002698,V0447,2026-05-15,OFF-070,10,351.92,0.05,INR
PO02699,POL002699,V0496,2026-05-21,MAR-009,2,4411.04,0.0,INR
PO02700,POL002700,V0365,2026-05-07,MAR-147,20,5232.96,0.05,INR
PO02701,POL002701,V0176,2026-06-05,IT -073,100,13574.65,0.12,INR
PO02702,POL002702,V0243,2026-05-31,MAN-002,2,3287.8,0.18,INR
PO02703,POL002703,V0166,2026-04-08,MAR-121,250,11207.05,0.05,INR
PO02704,POL002704,V0303,2026-01-02,LOG-011,50,8428.0,0.18,INR
PO02705,POL002705,V0084,2026-06-01,PRO-039,20,37209.17,0.0,INR
PO02706,POL002706,V0138,2026-05-10,OFF-034,100,1161.54,0.18,INR
PO02707,POL002707,V0197,2026-02-11,MAR-084,5,15198.66,0.12,INR
PO02708,POL002708,V0353,2026-02-04,PRO-034,50,39483.87,0.12,INR
PO02709,POL002709,V0443,2026-07-14,LOG-156,10,669.36,0.18,INR
PO02710,POL002710,V0165,2026-04-18,PRO-053,500,27634.4,0.05,INR
PO02711,POL002711,V0380,2026-03-25,PRO-018,500,20529.95,0.18,INR
PO02712,POL002712,V0054,2026-07-27,UTI-158,2,3419.54,0.18,INR
PO02713,POL002713,V0295,2026-07-21,MAN-065,5,1299.92,0.05,INR
PO02714,POL002714,V0001,2026-06-23,PRO-099,250,21783.47,0.05,INR
PO02715,POL002715,V0323,2026-03-27,FAC-145,500,1911.27,0.05,INR
PO02716,POL002716,V0162,2026-03-07,PRO-067,100,21880.84,0.12,INR
PO02717,POL002717,V0445,2026-05-03,IT -022,5,2079.91,0.0,INR
PO02718,POL002718,V0278,2026-04-06,OFF-071,20,472.76,0.18,INR
PO02719,POL002719,V0152,2026-07-08,FAC-061,1,4591.42,0.0,INR
PO02720,POL002720,V0490,2026-07-14,UTI-006,250,772.38,0.18,INR
PO02721,POL002721,V0200,2026-07-15,LOG-098,2,6320.06,0.12,INR
PO02722,POL002722,V0274,2026-03-25,MAN-159,1,1845.68,0.05,INR
PO02723,POL002723,V0197,2026-07-18,MAR-011,250,13672.06,0.0,INR
PO02724,POL002724,V0285,2026-06-02,IT -090,2,14548.26,0.12,INR
PO02725,POL002725,V0365,2026-01-03,MAR-130,2,10123.52,0.0,INR
PO02726,POL002726,V0220,2026-02-03,MAN-048,1,1729.97,0.12,INR
PO02727,POL002727,V0457,2026-02-11,LOG-100,100,7556.23,0.05,INR
PO02728,POL002728,V0490,2026-05-03,UTI-098,5,3956.91,0.12,INR
PO02729,POL002729,V0395,2026-03-17,MAN-066,500,1030.82,0.05,INR
PO02730,POL002730,V0229,2026-02-10,OFF-041,10,933.3,0.05,INR
PO02731,POL002731,V0342,2026-02-24,UTI-085,20,550.7,0.0,INR
PO02732,POL002732,V0154,2026-01-19,LOG-117,500,1023.61,0.18,INR
PO02733,POL002733,V0031,2026-07-24,IT -155,5,23907.79,0.18,INR
PO02734,POL002734,V0060,2026-06-06,MAR-107,250,1577.39,0.0,INR
PO02735,POL002735,V0326,2026-05-28,PRO-152,2,33768.99,0.12,INR
PO02736,POL002736,V0067,2026-02-07,OFF-037,50,1504.86,0.12,INR
PO02737,POL002737,V0080,2026-04-16,PRO-120,10,11072.72,0.12,INR
PO02738,POL002738,V0384,2026-04-25,FAC-027,20,5658.61,0.0,INR
PO02739,POL002739,V0243,2026-02-18,MAN-099,1,455.71,0.12,INR
PO02740,POL002740,V0195,2026-07-19,FAC-160,1,5472.46,0.0,INR
PO02741,POL002741,V0445,2026-02-19,IT -108,250,8102.98,0.12,INR
PO02742,POL002742,V0430,2026-06-06,PRO-075,100,34005.16,0.18,INR
PO02743,POL002743,V0049,2026-04-02,MAR-017,250,7484.34,0.0,INR
PO02744,POL002744,V0182,2026-07-24,IT -160,500,3867.56,0.05,INR
PO02745,POL002745,V0452,2026-04-24,FAC-011,5,4403.04,0.18,INR
PO02746,POL002746,V0247,2026-04-20,IT -116,1,11303.58,0.12,INR
PO02747,POL002747,V0263,2026-02-05,OFF-044,10,805.28,0.05,INR
PO02748,POL002748,V0109,2026-02-17,FAC-115,20,6924.49,0.18,INR
PO02749,POL002749,V0004,2026-03-19,UTI-060,10,4123.29,0.0,INR
PO02750,POL002750,V0038,2026-06-30,MAR-139,100,5748.39,0.18,INR
PO02751,POL002751,V0031,2026-05-15,IT -035,250,2615.42,0.12,INR
PO02752,POL002752,V0349,2026-04-16,UTI-042,5,632.9,0.05,INR
PO02753,POL002753,V0225,2026-05-15,FAC-100,50,3401.37,0.05,INR
PO02754,POL002754,V0458,2026-05-06,LOG-021,50,11556.56,0.05,INR
PO02755,POL002755,V0085,2026-01-30,LOG-062,2,1347.19,0.18,INR
PO02756,POL002756,V0187,2026-07-17,FAC-104,10,5262.0,0.0,INR
PO02757,POL002757,V0084,2026-01-05,PRO-130,100,39398.05,0.18,INR
PO02758,POL002758,V0436,2026-05-18,OFF-112,1,1483.06,0.12,INR
PO02759,POL002759,V0484,2026-04-08,MAR-143,500,2032.46,0.12,INR
PO02760,POL002760,V0337,2026-04-21,OFF-067,5,1555.84,0.0,INR
PO02761,POL002761,V0498,2026-03-30,MAN-088,2,827.84,0.05,INR
PO02762,POL002762,V0334,2026-02-02,MAR-068,500,9627.05,0.0,INR
PO02763,POL002763,V0077,2026-02-04,MAR-013,1,16339.36,0.05,INR
PO02764,POL002764,V0056,2026-04-02,MAN-137,250,1491.46,0.12,INR
PO02765,POL002765,V0328,2026-01-30,PRO-041,500,19185.38,0.18,INR
PO02766,POL002766,V0255,2026-02-03,LOG-114,2,5249.9,0.05,INR
PO02767,POL002767,V0464,2026-05-24,OFF-030,50,65.4,0.12,INR
PO02768,POL002768,V0041,2026-02-02,FAC-090,1,5163.36,0.12,INR
PO02769,POL002769,V0045,2026-05-19,MAN-114,20,3230.11,0.05,INR
PO02770,POL002770,V0169,2026-07-06,IT -119,50,16056.19,0.0,INR
PO02771,POL002771,V0130,2026-01-31,PRO-041,250,25738.41,0.05,INR
PO02772,POL002772,V0311,2026-01-22,LOG-147,100,9884.33,0.12,INR
PO02773,POL002773,V0056,2026-03-21,MAN-021,2,2661.04,0.18,INR
PO02774,POL002774,V0244,2026-02-05,PRO-017,250,27299.17,0.0,INR
PO02775,POL002775,V0337,2026-04-04,OFF-010,5,1344.11,0.05,INR
PO02776,POL002776,V0405,2026-04-03,FAC-148,2,7379.73,0.05,INR
PO02777,POL002777,V0280,2026-01-26,UTI-143,100,2783.24,0.12,INR
PO02778,POL002778,V0318,2026-06-06,IT -144,500,19235.97,0.12,INR
PO02779,POL002779,V0321,2026-01-27,PRO-102,50,25189.79,0.0,INR
PO02780,POL002780,V0277,2026-04-01,IT -117,20,16738.38,0.0,INR
PO02781,POL002781,V0320,2026-05-09,MAN-082,20,2038.01,0.0,INR
PO02782,POL002782,V0367,2026-03-08,IT -028,2,20089.88,0.0,INR
PO02783,POL002783,V0217,2026-02-15,PRO-058,1,19381.78,0.0,INR
PO02784,POL002784,V0489,2026-07-13,OFF-139,250,347.68,0.0,INR
PO02785,POL002785,V0497,2026-07-10,LOG-124,100,1116.24,0.0,INR
PO02786,POL002786,V0246,2026-02-26,IT -094,2,4628.16,0.0,INR
PO02787,POL002787,V0086,2026-04-19,IT -110,1,19828.57,0.12,INR
PO02788,POL002788,V0026,2026-07-16,LOG-061,500,3252.42,0.18,INR
PO02789,POL002789,V0315,2026-01-24,UTI-033,2,4595.21,0.0,INR
PO02790,POL002790,V0074,2026-06-30,MAN-046,5,1116.19,0.18,INR
PO02791,POL002791,V0122,2026-07-22,PRO-095,100,22639.61,0.18,INR
PO02792,POL002792,V0036,2026-01-06,FAC-098,500,5542.57,0.0,INR
PO02793,POL002793,V0078,2026-06-16,PRO-129,5,28738.08,0.05,INR
PO02794,POL002794,V0393,2026-06-03,UTI-113,5,4400.76,0.0,INR
PO02795,POL002795,V0270,2026-05-08,IT -012,5,10776.62,0.05,INR
PO02796,POL002796,V0116,2026-01-15,LOG-006,20,6134.03,0.18,INR
PO02797,POL002797,V0288,2026-06-14,FAC-022,10,3322.43,0.12,INR
PO02798,POL002798,V0219,2026-02-05,MAN-060,5,3288.0,0.12,INR
PO02799,POL002799,V0461,2026-05-08,OFF-034,20,1690.39,0.05,INR
PO02800,POL002800,V0357,2026-03-17,OFF-050,1,1721.33,0.12,INR
PO02801,POL002801,V0289,2026-03-24,MAN-143,5,2573.04,0.0,INR
PO02802,POL002802,V0389,2026-02-10,LOG-080,500,4482.22,0.05,INR
PO02803,POL002803,V0453,2026-07-13,UTI-146,250,4548.58,0.12,INR
PO02804,POL002804,V0079,2026-03-09,LOG-085,5,7160.16,0.05,INR
PO02805,POL002805,V0424,2026-06-28,MAN-085,5,1259.19,0.18,INR
PO02806,POL002806,V0220,2026-03-21,MAN-083,10,2433.58,0.05,INR
PO02807,POL002807,V0094,2026-06-19,MAN-061,1,1805.98,0.05,INR
PO02808,POL002808,V0128,2026-04-25,OFF-058,500,729.87,0.05,INR
PO02809,POL002809,V0361,2026-07-14,MAR-029,100,721.31,0.05,INR
PO02810,POL002810,V0286,2026-01-07,OFF-123,10,961.51,0.0,INR
PO02811,POL002811,V0356,2026-04-23,MAR-077,2,2903.75,0.12,INR
PO02812,POL002812,V0477,2026-05-31,MAN-014,50,1189.2,0.05,INR
PO02813,POL002813,V0357,2026-06-15,OFF-053,100,299.53,0.05,INR
PO02814,POL002814,V0046,2026-03-25,OFF-046,20,586.11,0.12,INR
PO02815,POL002815,V0195,2026-07-19,FAC-139,1,1211.97,0.18,INR
PO02816,POL002816,V0334,2026-06-30,MAR-047,20,13966.61,0.0,INR
