receipt_id,receipt_line_id,po_id,po_line_id,receipt_date,item_id,quantity_received
GR04414,GRL004414,PO04414,POL004414,2026-03-21,MAN-142,20
GR04415,GRL004415,PO04415,POL004415,2026-07-28,UTI-158,500
GR04416,GRL004416,PO04416,POL004416,2026-06-11,OFF-006,2
GR04417,GRL004417,PO04417,POL004417,2026-07-24,OFF-088,10
GR04418,GRL004418,PO04418,POL004418,2026-09-14,PRO-012,500
GR04419,GRL004419,PO04419,POL004419,2026-03-20,LOG-146,20
GR04420,GRL004420,PO04420,POL004420,2026-05-23,UTI-141,2
GR04421,GRL004421,PO04421,POL004421,2026-04-14,UTI-156,1
GR04422,GRL004422,PO04422,POL004422,2026-06-18,PRO-044,20
GR04423,GRL004423,PO04423,POL004423,2026-04-03,MAR-084,2
GR04424,GRL004424,PO04424,POL004424,2026-06-20,PRO-069,10
GR04425,GRL004425,PO04425,POL004425,2026-05-26,UTI-156,100
GR04426,GRL004426,PO04426,POL004426,2026-03-26,LOG-007,20
GR04427,GRL004427,PO04427,POL004427,2026-03-24,PRO-042,10
GR04428,GRL004428,PO04428,POL004428,2026-02-23,LOG-050,100
GR04429,GRL004429,PO04429,POL004429,2026-05-03,MAN-096,500
GR04430,GRL004430,PO04430,POL004430,2026-06-24,PRO-116,500
GR04431,GRL004431,PO04431,POL004431,2026-04-28,IT -075,250
GR04432,GRL004432,PO04432,POL004432,2026-02-12,PRO-158,10
GR04433,GRL004433,PO04433,POL004433,2026-02-16,MAN-062,50
GR04434,GRL004434,PO04434,POL004434,2026-04-19,IT -060,250
GR04435,GRL004435,PO04435,POL004435,2026-05-03,IT -092,5
GR04436,GRL004436,PO04436,POL004436,2026-02-02,OFF-144,5
GR04437,GRL004437,PO04437,POL004437,2026-02-27,OFF-130,50
GR04438,GRL004438,PO04438,POL004438,2026-01-28,LOG-159,5
GR04439,GRL004439,PO04439,POL004439,2026-07-07,IT -146,1
GR04440,GRL004440,PO04440,POL004440,2026-06-01,OFF-028,10
GR04441,GRL004441,PO04441,POL004441,2026-08-27,LOG-103,5
GR04442,GRL004442,PO04442,POL004442,2026-08-27,MAN-119,2
GR04443,GRL004443,PO04443,POL004443,2026-06-19,UTI-010,20
GR04444,GRL004444,PO04444,POL004444,2026-03-28,UTI-159,500
GR04445,GRL004445,PO04445,POL004445,2026-02-22,PRO-131,20
GR04446,GRL004446,PO04446,POL004446,2026-08-03,UTI-109,10
GR04447,GRL004447,PO04447,POL004447,2026-08-03,UTI-039,250
GR04448,GRL004448,PO04448,POL004448,2026-03-16,IT -004,1
GR04449,GRL004449,PO04449,POL004449,2026-06-13,LOG-041,20
GR04450,GRL004450,PO04450,POL004450,2026-05-08,FAC-080,2
GR04451,GRL004451,PO04451,POL004451,2026-08-21,PRO-036,50
GR04452,GRL004452,PO04452,POL004452,2026-08-29,UTI-049,10
GR04453,GRL004453,PO04453,POL004453,2026-03-17,PRO-141,500
GR04454,GRL004454,PO04454,POL004454,2026-09-16,MAR-026,500
GR04455,GRL004455,PO04455,POL004455,2026-02-15,IT -061,2
GR04456,GRL004456,PO04456,POL004456,2026-03-17,UTI-080,500
GR04457,GRL004457,PO04457,POL004457,2026-08-13,FAC-009,500
GR04458,GRL004458,PO04458,POL004458,2026-05-08,FAC-095,5
GR04459,GRL004459,PO04459,POL004459,2026-04-22,LOG-160,250
GR04460,GRL004460,PO04460,POL004460,2026-08-02,PRO-049,20
GR04461,GRL004461,PO04461,POL004461,2026-02-26,MAN-059,5
GR04462,GRL004462,PO04462,POL004462,2026-04-12,FAC-128,500
GR04463,GRL004463,PO04463,POL004463,2026-04-28,MAN-141,50
GR04464,GRL004464,PO04464,POL004464,2026-06-25,IT -057,5
GR04465,GRL004465,PO04465,POL004465,2026-04-24,PRO-098,500
GR04466,GRL004466,PO04466,POL004466,2026-06-08,OFF-154,100
GR04467,GRL004467,PO04467,POL004467,2026-05-06,UTI-113,20
GR04468,GRL004468,PO04468,POL004468,2026-05-08,MAN-063,100
GR04469,GRL004469,PO04469,POL004469,2026-07-03,MAR-053,500
GR04470,GRL004470,PO04470,POL004470,2026-05-15,FAC-062,20
GR04471,GRL004471,PO04471,POL004471,2026-04-30,LOG-009,20
GR04472,GRL004472,PO04472,POL004472,2026-06-01,UTI-007,50
GR04473,GRL004473,PO04473,POL004473,2026-02-19,PRO-127,10
GR04474,GRL004474,PO04474,POL004474,2026-04-11,PRO-118,20
GR04475,GRL004475,PO04475,POL004475,2026-06-08,IT -160,500
GR04476,GRL004476,PO04476,POL004476,2026-07-29,MAR-127,2
GR04477,GRL004477,PO04477,POL004477,2026-06-27,MAR-028,10
GR04478,GRL004478,PO04478,POL004478,2026-06-24,IT -144,1
GR04479,GRL004479,PO04479,POL004479,2026-06-01,PRO-078,500
GR04480,GRL004480,PO04480,POL004480,2026-08-12,OFF-033,100
GR04481,GRL004481,PO04481,POL004481,2026-03-16,PRO-025,250
GR04482,GRL004482,PO04482,POL004482,2026-07-08,LOG-054,250
GR04483,GRL004483,PO04483,POL004483,2026-03-26,MAR-103,100
GR04484,GRL004484,PO04484,POL004484,2026-04-18,OFF-021,1
GR04485,GRL004485,PO04485,POL004485,2026-02-10,OFF-155,10
GR04486,GRL004486,PO04486,POL004486,2026-03-26,MAR-135,10
GR04487,GRL004487,PO04487,POL004487,2026-06-13,PRO-091,50
GR04488,GRL004488,PO04488,POL004488,2026-07-28,MAR-120,10
GR04489,GRL004489,PO04489,POL004489,2026-07-01,LOG-090,250
GR04490,GRL004490,PO04490,POL004490,2026-04-19,MAN-118,500
GR04491,GRL004491,PO04491,POL004491,2026-03-29,MAN-065,100
GR04492,GRL004492,PO04492,POL004492,2026-02-07,MAR-060,500
GR04493,GRL004493,PO04493,POL004493,2026-02-01,IT -130,1
GR04494,GRL004494,PO04494,POL004494,2026-07-04,MAN-132,2
GR04495,GRL004495,PO04495,POL004495,2026-05-19,UTI-119,10
GR04496,GRL004496,PO04496,POL004496,2026-05-19,IT -160,500
GR04497,GRL004497,PO04497,POL004497,2026-03-05,MAN-044,10
GR04498,GRL004498,PO04498,POL004498,2026-04-14,MAR-133,10
GR04499,GRL004499,PO04499,POL004499,2026-01-26,PRO-089,20
GR04500,GRL004500,PO04500,POL004500,2026-02-27,IT -042,10
GR04501,GRL004501,PO04501,POL004501,2026-08-03,MAN-029,100
GR04502,GRL004502,PO04502,POL004502,2026-05-13,OFF-023,100
GR04503,GRL004503,PO04503,POL004503,2026-04-21,LOG-041,500
GR04504,GRL004504,PO04504,POL004504,2026-08-29,FAC-106,2
GR04505,GRL004505,PO04505,POL004505,2026-08-11,IT -144,1
GR04506,GRL004506,PO04506,POL004506,2026-01-15,OFF-094,250
GR04507,GRL004507,PO04507,POL004507,2026-03-30,OFF-087,5
GR04508,GRL004508,PO04508,POL004508,2026-02-17,UTI-058,10
GR04509,GRL004509,PO04509,POL004509,2026-04-02,IT -035,100
GR04510,GRL004510,PO04510,POL004510,2026-05-24,MAN-154,5
GR04511,GRL004511,PO04511,POL004511,2026-04-01,LOG-107,2
GR04512,GRL004512,PO04512,POL004512,2026-03-23,MAN-056,2
GR04513,GRL004513,PO04513,POL004513,2026-05-15,OFF-139,1
GR04514,GRL004514,PO04514,POL004514,2026-01-15,LOG-004,10
GR04515,GRL004515,PO04515,POL004515,2026-06-01,OFF-066,50
GR04516,GRL004516,PO04516,POL004516,2026-08-11,OFF-042,250
GR04517,GRL004517,PO04517,POL004517,2026-05-18,OFF-066,5
GR04518,GRL004518,PO04518,POL004518,2026-06-15,UTI-082,10
GR04519,GRL004519,PO04519,POL004519,2026-08-22,IT -078,100
GR04520,GRL004520,PO04520,POL004520,2026-03-11,UTI-150,500
GR04521,GRL004521,PO04521,POL004521,2026-06-23,PRO-119,500
GR04522,GRL004522,PO04522,POL004522,2026-04-30,MAR-149,20
GR04523,GRL004523,PO04523,POL004523,2026-07-09,IT -026,50
GR04524,GRL004524,PO04524,POL004524,2026-02-26,MAN-089,5
GR04525,GRL004525,PO04525,POL004525,2026-02-19,FAC-104,10
GR04526,GRL004526,PO04526,POL004526,2026-02-09,LOG-090,1
GR04527,GRL004527,PO04527,POL004527,2026-03-08,UTI-157,1
GR04528,GRL004528,PO04528,POL004528,2026-08-10,FAC-096,20
GR04529,GRL004529,PO04529,POL004529,2026-03-31,MAN-036,10
GR04530,GRL004530,PO04530,POL004530,2026-08-26,MAR-009,5
GR04531,GRL004531,PO04531,POL004531,2026-05-19,OFF-146,2
GR04532,GRL004532,PO04532,POL004532,2026-06-30,OFF-096,100
GR04533,GRL004533,PO04533,POL004533,2026-08-16,FAC-136,1
GR04534,GRL004534,PO04534,POL004534,2026-02-23,FAC-002,250
GR04535,GRL004535,PO04535,POL004535,2026-03-17,UTI-005,100
GR04536,GRL004536,PO04536,POL004536,2026-01-29,IT -087,20
GR04537,GRL004537,PO04537,POL004537,2026-08-29,OFF-123,20
GR04538,GRL004538,PO04538,POL004538,2026-06-15,MAR-002,50
GR04539,GRL004539,PO04539,POL004539,2026-08-28,MAN-006,250
GR04540,GRL004540,PO04540,POL004540,2026-03-11,IT -005,500
GR04541,GRL004541,PO04541,POL004541,2026-01-15,IT -092,20
GR04542,GRL004542,PO04542,POL004542,2026-04-23,OFF-140,50
GR04543,GRL004543,PO04543,POL004543,2026-07-17,IT -009,2
GR04544,GRL004544,PO04544,POL004544,2026-05-20,FAC-053,500
GR04545,GRL004545,PO04545,POL004545,2026-08-07,PRO-071,1
GR04546,GRL004546,PO04546,POL004546,2026-07-08,LOG-114,1
GR04547,GRL004547,PO04547,POL004547,2026-04-27,MAN-025,250
GR04548,GRL004548,PO04548,POL004548,2026-06-28,PRO-024,2
GR04549,GRL004549,PO04549,POL004549,2026-03-10,IT -150,250
GR04550,GRL004550,PO04550,POL004550,2026-05-30,IT -125,2
GR04551,GRL004551,PO04551,POL004551,2026-05-01,PRO-138,10
GR04552,GRL004552,PO04552,POL004552,2026-04-05,PRO-056,50
GR04553,GRL004553,PO04553,POL004553,2026-07-23,IT -067,10
GR04554,GRL004554,PO04554,POL004554,2026-03-17,PRO-047,250
GR04555,GRL004555,PO04555,POL004555,2026-07-21,MAR-020,20
GR04556,GRL004556,PO04556,POL004556,2026-05-16,MAR-041,250
GR04557,GRL004557,PO04557,POL004557,2026-01-30,FAC-159,2
GR04558,GRL004558,PO04558,POL004558,2026-05-15,MAN-082,250
GR04559,GRL004559,PO04559,POL004559,2026-03-22,IT -004,5
GR04560,GRL004560,PO04560,POL004560,2026-03-12,MAN-152,20
GR04561,GRL004561,PO04561,POL004561,2026-08-30,MAN-062,10
GR04562,GRL004562,PO04562,POL004562,2026-04-06,MAN-121,1
GR04563,GRL004563,PO04563,POL004563,2026-03-04,MAN-032,250
GR04564,GRL004564,PO04564,POL004564,2026-05-02,IT -083,100
GR04565,GRL004565,PO04565,POL004565,2026-04-05,LOG-073,5
GR04566,GRL004566,PO04566,POL004566,2026-07-25,FAC-088,10
GR04567,GRL004567,PO04567,POL004567,2026-06-10,MAR-062,250
GR04568,GRL004568,PO04568,POL004568,2026-06-02,PRO-001,20
GR04569,GRL004569,PO04569,POL004569,2026-06-02,OFF-113,20
GR04570,GRL004570,PO04570,POL004570,2026-03-31,OFF-136,20
GR04571,GRL004571,PO04571,POL004571,2026-07-26,OFF-004,2
GR04572,GRL004572,PO04572,POL004572,2026-05-28,LOG-087,500
GR04573,GRL004573,PO04573,POL004573,2026-07-28,PRO-157,500
GR04574,GRL004574,PO04574,POL004574,2026-06-24,IT -087,500
GR04575,GRL004575,PO04575,POL004575,2026-02-23,FAC-146,500
GR04576,GRL004576,PO04576,POL004576,2026-02-28,MAR-135,100
GR04577,GRL004577,PO04577,POL004577,2026-05-08,LOG-113,10
GR04578,GRL004578,PO04578,POL004578,2026-05-21,IT -079,50
GR04579,GRL004579,PO04579,POL004579,2026-02-28,MAR-060,5
GR04580,GRL004580,PO04580,POL004580,2026-06-05,FAC-097,250
GR04581,GRL004581,PO04581,POL004581,2026-02-23,OFF-150,5
GR04582,GRL004582,PO04582,POL004582,2026-03-01,MAN-124,1
GR04583,GRL004583,PO04583,POL004583,2026-04-14,FAC-032,10
GR04584,GRL004584,PO04584,POL004584,2026-07-12,LOG-057,500
GR04585,GRL004585,PO04585,POL004585,2026-07-23,MAN-107,5
GR04586,GRL004586,PO04586,POL004586,2026-07-13,FAC-082,20
GR04587,GRL004587,PO04587,POL004587,2026-07-12,LOG-055,1
GR04588,GRL004588,PO04588,POL004588,2026-03-25,UTI-082,250
GR04589,GRL004589,PO04589,POL004589,2026-06-16,LOG-131,5
GR04590,GRL004590,PO04590,POL004590,2026-03-19,LOG-140,10
GR04591,GRL004591,PO04591,POL004591,2026-02-23,MAN-104,500
GR04592,GRL004592,PO04592,POL004592,2026-05-02,FAC-051,2
GR04593,GRL004593,PO04593,POL004593,2026-06-01,PRO-004,20
GR04594,GRL004594,PO04594,POL004594,2026-08-28,LOG-097,2
GR04595,GRL004595,PO04595,POL004595,2026-08-14,UTI-032,250
GR04596,GRL004596,PO04596,POL004596,2026-05-21,MAR-031,250
GR04597,GRL004597,PO04597,POL004597,2026-06-03,MAR-047,5
GR04598,GRL004598,PO04598,POL004598,2026-07-04,MAN-100,100
GR04599,GRL004599,PO04599,POL004599,2026-08-10,UTI-151,100
GR04600,GRL004600,PO04600,POL004600,2026-05-08,PRO-066,250
GR04601,GRL004601,PO04601,POL004601,2026-08-26,OFF-018,50
GR04602,GRL004602,PO04602,POL004602,2026-07-12,OFF-033,2
GR04603,GRL004603,PO04603,POL004603,2026-06-10,PRO-025,10
GR04604,GRL004604,PO04604,POL004604,2026-05-22,MAN-138,20
GR04605,GRL004605,PO04605,POL004605,2026-02-23,FAC-014,50
GR04606,GRL004606,PO04606,POL004606,2026-02-13,LOG-024,100
GR04607,GRL004607,PO04607,POL004607,2026-01-17,LOG-121,500
GR04608,GRL004608,PO04608,POL004608,2026-02-26,MAN-070,100
GR04609,GRL004609,PO04609,POL004609,2026-07-21,UTI-055,500
GR04610,GRL004610,PO04610,POL004610,2026-07-04,FAC-095,500
GR04611,GRL004611,PO04611,POL004611,2026-05-08,FAC-066,250
GR04612,GRL004612,PO04612,POL004612,2026-05-17,MAR-092,2
GR04613,GRL004613,PO04613,POL004613,2026-04-20,IT -080,100
GR04614,GRL004614,PO04614,POL004614,2026-07-04,IT -144,250
GR04615,GRL004615,PO04615,POL004615,2026-02-03,LOG-018,50
GR04616,GRL004616,PO04616,POL004616,2026-05-10,IT -144,50
GR04617,GRL004617,PO04617,POL004617,2026-07-28,FAC-106,500
GR04618,GRL004618,PO04618,POL004618,2026-06-23,OFF-149,50
GR04619,GRL004619,PO04619,POL004619,2026-08-24,LOG-135,10
GR04620,GRL004620,PO04620,POL004620,2026-05-07,IT -068,100
GR04621,GRL004621,PO04621,POL004621,2026-04-17,LOG-153,20
GR04622,GRL004622,PO04622,POL004622,2026-02-19,UTI-112,10
GR04623,GRL004623,PO04623,POL004623,2026-04-09,IT -005,2
GR04624,GRL004624,PO04624,POL004624,2026-02-04,IT -052,20
GR04625,GRL004625,PO04625,POL004625,2026-05-01,OFF-158,20
GR04626,GRL004626,PO04626,POL004626,2026-06-24,IT -017,50
GR04627,GRL004627,PO04627,POL004627,2026-08-09,UTI-044,100
GR04628,GRL004628,PO04628,POL004628,2026-03-14,IT -144,100
GR04629,GRL004629,PO04629,POL004629,2026-06-02,OFF-105,250
GR04630,GRL004630,PO04630,POL004630,2026-03-12,FAC-117,50
GR04631,GRL004631,PO04631,POL004631,2026-06-28,OFF-053,250
GR04632,GRL004632,PO04632,POL004632,2026-08-11,MAR-062,1
GR04633,GRL004633,PO04633,POL004633,2026-03-01,OFF-077,500
GR04634,GRL004634,PO04634,POL004634,2026-07-23,LOG-066,500
GR04635,GRL004635,PO04635,POL004635,2026-03-25,PRO-117,50
GR04636,GRL004636,PO04636,POL004636,2026-07-25,LOG-016,2
GR04637,GRL004637,PO04637,POL004637,2026-08-31,IT -016,10
GR04638,GRL004638,PO04638,POL004638,2026-05-19,PRO-131,250
GR04639,GRL004639,PO04639,POL004639,2026-02-23,MAN-038,50
GR04640,GRL004640,PO04640,POL004640,2026-04-29,FAC-113,2
GR04641,GRL004641,PO04641,POL004641,2026-03-15,OFF-060,250
GR04642,GRL004642,PO04642,POL004642,2026-05-26,PRO-054,50
GR04643,GRL004643,PO04643,POL004643,2026-02-16,MAN-110,2
GR04644,GRL004644,PO04644,POL004644,2026-03-15,OFF-092,2
GR04645,GRL004645,PO04645,POL004645,2026-08-01,FAC-065,2
GR04646,GRL004646,PO04646,POL004646,2026-03-16,FAC-082,5
GR04647,GRL004647,PO04647,POL004647,2026-04-29,IT -097,250
GR04648,GRL004648,PO04648,POL004648,2026-04-03,FAC-102,5
GR04649,GRL004649,PO04649,POL004649,2026-05-20,PRO-122,500
GR04650,GRL004650,PO04650,POL004650,2026-04-16,MAR-046,5
GR04651,GRL004651,PO04651,POL004651,2026-05-02,LOG-004,5
GR04652,GRL004652,PO04652,POL004652,2026-03-25,FAC-035,1
GR04653,GRL004653,PO04653,POL004653,2026-07-12,MAN-042,500
GR04654,GRL004654,PO04654,POL004654,2026-01-28,IT -102,500
GR04655,GRL004655,PO04655,POL004655,2026-06-09,FAC-074,5
GR04656,GRL004656,PO04656,POL004656,2026-03-28,MAR-148,100
GR04657,GRL004657,PO04657,POL004657,2026-02-26,FAC-006,10
GR04658,GRL004658,PO04658,POL004658,2026-05-31,MAR-082,2
GR04659,GRL004659,PO04659,POL004659,2026-07-02,MAN-019,250
GR04660,GRL004660,PO04660,POL004660,2026-06-13,MAN-034,2
GR04661,GRL004661,PO04661,POL004661,2026-04-14,IT -042,500
GR04662,GRL004662,PO04662,POL004662,2026-02-10,LOG-014,2
GR04663,GRL004663,PO04663,POL004663,2026-08-01,PRO-020,500
GR04664,GRL004664,PO04664,POL004664,2026-04-06,MAN-079,500
GR04665,GRL004665,PO04665,POL004665,2026-06-04,MAR-100,100
GR04666,GRL004666,PO04666,POL004666,2026-08-02,LOG-039,250
GR04667,GRL004667,PO04667,POL004667,2026-08-08,MAN-133,5
GR04668,GRL004668,PO04668,POL004668,2026-04-05,UTI-080,2
GR04669,GRL004669,PO04669,POL004669,2026-02-26,FAC-157,100
GR04670,GRL004670,PO04670,POL004670,2026-07-22,IT -132,250
GR04671,GRL004671,PO04671,POL004671,2026-04-09,MAR-005,250
GR04672,GRL004672,PO04672,POL004672,2026-08-28,MAR-135,1
GR04673,GRL004673,PO04673,POL004673,2026-05-07,LOG-060,20
GR04674,GRL004674,PO04674,POL004674,2026-04-03,FAC-038,250
GR04675,GRL004675,PO04675,POL004675,2026-04-09,UTI-094,500
GR04676,GRL004676,PO04676,POL004676,2026-02-15,MAN-116,250
GR04677,GRL004677,PO04677,POL004677,2026-05-15,OFF-043,50
GR04678,GRL004678,PO04678,POL004678,2026-02-07,MAN-098,50
GR04679,GRL004679,PO04679,POL004679,2026-06-18,MAN-003,10
GR04680,GRL004680,PO04680,POL004680,2026-03-20,MAR-009,250
GR04681,GRL004681,PO04681,POL004681,2026-06-08,LOG-064,20
GR04682,GRL004682,PO04682,POL004682,2026-07-19,PRO-040,20
GR04683,GRL004683,PO04683,POL004683,2026-03-31,IT -045,5
GR04684,GRL004684,PO04684,POL004684,2026-08-30,PRO-150,20
GR04685,GRL004685,PO04685,POL004685,2026-07-31,FAC-010,500
GR04686,GRL004686,PO04686,POL004686,2026-04-15,FAC-103,2
GR04687,GRL004687,PO04687,POL004687,2026-04-25,IT -034,5
GR04688,GRL004688,PO04688,POL004688,2026-04-25,MAN-111,500
GR04689,GRL004689,PO04689,POL004689,2026-04-01,OFF-089,250
GR04690,GRL004690,PO04690,POL004690,2026-06-04,MAN-117,50
GR04691,GRL004691,PO04691,POL004691,2026-05-27,IT -027,250
GR04692,GRL004692,PO04692,POL004692,2026-03-09,PRO-075,1
GR04693,GRL004693,PO04693,POL004693,2026-03-29,MAN-100,10
GR04694,GRL004694,PO04694,POL004694,2026-03-18,LOG-144,1
GR04695,GRL004695,PO04695,POL004695,2026-05-07,FAC-159,250
GR04696,GRL004696,PO04696,POL004696,2026-03-13,IT -039,2
GR04697,GRL004697,PO04697,POL004697,2026-05-15,IT -062,50
GR04698,GRL004698,PO04698,POL004698,2026-07-01,UTI-118,10
GR04699,GRL004699,PO04699,POL004699,2026-07-20,IT -048,10
GR04700,GRL004700,PO04700,POL004700,2026-07-20,MAN-024,100
GR04701,GRL004701,PO04701,POL004701,2026-06-23,OFF-109,500
GR04702,GRL004702,PO04702,POL004702,2026-02-21,LOG-012,100
GR04703,GRL004703,PO04703,POL004703,2026-05-22,FAC-134,1
GR04704,GRL004704,PO04704,POL004704,2026-06-21,OFF-153,2
GR04705,GRL004705,PO04705,POL004705,2026-07-11,FAC-035,100
GR04706,GRL004706,PO04706,POL004706,2026-08-13,UTI-059,50
GR04707,GRL004707,PO04707,POL004707,2026-09-04,IT -145,2
GR04708,GRL004708,PO04708,POL004708,2026-06-25,UTI-052,1
GR04709,GRL004709,PO04709,POL004709,2026-04-24,LOG-024,20
GR04710,GRL004710,PO04710,POL004710,2026-05-08,PRO-014,100
GR04711,GRL004711,PO04711,POL004711,2026-05-22,MAR-106,250
GR04712,GRL004712,PO04712,POL004712,2026-03-13,PRO-058,1
GR04713,GRL004713,PO04713,POL004713,2026-03-25,FAC-134,20
GR04714,GRL004714,PO04714,POL004714,2026-06-24,FAC-095,1
GR04715,GRL004715,PO04715,POL004715,2026-03-17,FAC-159,5
GR04716,GRL004716,PO04716,POL004716,2026-04-18,LOG-107,20
GR04717,GRL004717,PO04717,POL004717,2026-06-23,LOG-158,10
GR04718,GRL004718,PO04718,POL004718,2026-05-19,PRO-140,1
GR04719,GRL004719,PO04719,POL004719,2026-05-10,OFF-105,10
GR04720,GRL004720,PO04720,POL004720,2026-06-26,MAR-068,250
GR04721,GRL004721,PO04721,POL004721,2026-03-15,IT -071,100
GR04722,GRL004722,PO04722,POL004722,2026-02-08,LOG-064,100
GR04723,GRL004723,PO04723,POL004723,2026-04-08,MAN-096,20
GR04724,GRL004724,PO04724,POL004724,2026-04-13,LOG-074,10
GR04725,GRL004725,PO04725,POL004725,2026-03-27,PRO-116,250
GR04726,GRL004726,PO04726,POL004726,2026-02-19,MAN-063,100
GR04727,GRL004727,PO04727,POL004727,2026-02-16,FAC-131,500
GR04728,GRL004728,PO04728,POL004728,2026-07-21,MAN-058,5
GR04729,GRL004729,PO04729,POL004729,2026-03-20,FAC-121,2
GR04730,GRL004730,PO04730,POL004730,2026-04-17,UTI-062,500
GR04731,GRL004731,PO04731,POL004731,2026-07-21,IT -159,500
GR04732,GRL004732,PO04732,POL004732,2026-05-09,MAR-131,500
GR04733,GRL004733,PO04733,POL004733,2026-08-21,PRO-107,50
GR04734,GRL004734,PO04734,POL004734,2026-05-29,MAR-085,500
GR04735,GRL004735,PO04735,POL004735,2026-07-19,IT -138,5
GR04736,GRL004736,PO04736,POL004736,2026-07-24,IT -151,5
GR04737,GRL004737,PO04737,POL004737,2026-06-04,LOG-129,10
GR04738,GRL004738,PO04738,POL004738,2026-07-17,MAN-051,50
GR04739,GRL004739,PO04739,POL004739,2026-02-20,MAR-095,50
GR04740,GRL004740,PO04740,POL004740,2026-08-19,IT -040,20
GR04741,GRL004741,PO04741,POL004741,2026-03-17,FAC-154,50
GR04742,GRL004742,PO04742,POL004742,2026-09-04,FAC-152,250
GR04743,GRL004743,PO04743,POL004743,2026-03-02,MAN-006,20
GR04744,GRL004744,PO04744,POL004744,2026-01-17,LOG-065,5
GR04745,GRL004745,PO04745,POL004745,2026-07-13,UTI-111,50
GR04746,GRL004746,PO04746,POL004746,2026-05-18,IT -154,10
GR04747,GRL004747,PO04747,POL004747,2026-05-15,MAR-005,10
GR04748,GRL004748,PO04748,POL004748,2026-06-15,OFF-122,500
GR04749,GRL004749,PO04749,POL004749,2026-07-17,MAN-083,250
GR04750,GRL004750,PO04750,POL004750,2026-01-27,PRO-093,500
GR04751,GRL004751,PO04751,POL004751,2026-01-30,OFF-145,5
GR04752,GRL004752,PO04752,POL004752,2026-08-25,MAN-100,20
GR04753,GRL004753,PO04753,POL004753,2026-06-12,LOG-022,100
GR04754,GRL004754,PO04754,POL004754,2026-03-17,PRO-080,50
GR04755,GRL004755,PO04755,POL004755,2026-03-26,MAN-035,250
GR04756,GRL004756,PO04756,POL004756,2026-03-26,MAR-105,1
GR04757,GRL004757,PO04757,POL004757,2026-05-18,MAN-115,1
GR04758,GRL004758,PO04758,POL004758,2026-06-01,PRO-105,2
GR04759,GRL004759,PO04759,POL004759,2026-05-27,OFF-055,1
GR04760,GRL004760,PO04760,POL004760,2026-06-28,MAR-023,5
GR04761,GRL004761,PO04761,POL004761,2026-03-22,MAN-020,50
GR04762,GRL004762,PO04762,POL004762,2026-06-25,OFF-140,500
GR04763,GRL004763,PO04763,POL004763,2026-03-21,MAN-066,20
GR04764,GRL004764,PO04764,POL004764,2026-06-20,OFF-098,500
GR04765,GRL004765,PO04765,POL004765,2026-02-04,MAR-133,10
GR04766,GRL004766,PO04766,POL004766,2026-07-12,IT -039,2
GR04767,GRL004767,PO04767,POL004767,2026-07-25,LOG-115,100
GR04768,GRL004768,PO04768,POL004768,2026-05-26,OFF-066,250
GR04769,GRL004769,PO04769,POL004769,2026-07-11,FAC-020,100
GR04770,GRL004770,PO04770,POL004770,2026-06-01,FAC-069,500
GR04771,GRL004771,PO04771,POL004771,2026-04-01,LOG-149,100
GR04772,GRL004772,PO04772,POL004772,2026-02-09,LOG-080,20
GR04773,GRL004773,PO04773,POL004773,2026-06-03,PRO-037,100
GR04774,GRL004774,PO04774,POL004774,2026-03-04,IT -091,10
GR04775,GRL004775,PO04775,POL004775,2026-01-05,PRO-156,20
GR04776,GRL004776,PO04776,POL004776,2026-03-23,LOG-118,100
GR04777,GRL004777,PO04777,POL004777,2026-04-29,MAR-092,5
GR04778,GRL004778,PO04778,POL004778,2026-06-08,PRO-123,50
GR04779,GRL004779,PO04779,POL004779,2026-08-04,PRO-006,100
GR04780,GRL004780,PO04780,POL004780,2026-04-19,UTI-021,1
GR04781,GRL004781,PO04781,POL004781,2026-08-05,FAC-060,250
GR04782,GRL004782,PO04782,POL004782,2026-07-05,UTI-013,100
GR04783,GRL004783,PO04783,POL004783,2026-06-19,IT -156,5
GR04784,GRL004784,PO04784,POL004784,2026-08-16,PRO-130,2
GR04785,GRL004785,PO04785,POL004785,2026-03-15,IT -082,20
GR04786,GRL004786,PO04786,POL004786,2026-05-16,IT -115,20
GR04787,GRL004787,PO04787,POL004787,2026-06-06,FAC-141,250
GR04788,GRL004788,PO04788,POL004788,2026-09-02,FAC-073,100
GR04789,GRL004789,PO04789,POL004789,2026-07-06,MAR-058,20
GR04790,GRL004790,PO04790,POL004790,2026-08-01,OFF-136,5
GR04791,GRL004791,PO04791,POL004791,2026-03-26,IT -160,50
GR04792,GRL004792,PO04792,POL004792,2026-05-16,MAN-096,20
GR04793,GRL004793,PO04793,POL004793,2026-04-20,OFF-043,1
GR04794,GRL004794,PO04794,POL004794,2026-04-09,MAN-124,2
GR04795,GRL004795,PO04795,POL004795,2026-02-07,OFF-042,5
GR04796,GRL004796,PO04796,POL004796,2026-05-21,OFF-032,10
GR04797,GRL004797,PO04797,POL004797,2026-07-07,IT -072,100
GR04798,GRL004798,PO04798,POL004798,2026-08-27,OFF-117,250
GR04799,GRL004799,PO04799,POL004799,2026-08-14,OFF-063,1
GR04800,GRL004800,PO04800,POL004800,2026-09-15,UTI-039,500
GR04801,GRL004801,PO04801,POL004801,2026-02-15,MAN-134,1
GR04802,GRL004802,PO04802,POL004802,2026-07-24,LOG-031,10
